,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID
46,46,46,46,46,./TEST/,ScreamingPiha5.wav,54.178,0,33.9037,0.44,44100,bird
47,47,47,47,47,./TEST/,ScreamingPiha5.wav,54.178,0,34.3337,1.9499,44100,bird
48,48,48,48,48,./TEST/,ScreamingPiha5.wav,54.178,0,37.0936,0.54,44100,bird
49,49,49,49,49,./TEST/,ScreamingPiha5.wav,54.178,0,38.2336,0.3699,44100,bird
50,50,50,50,50,./TEST/,ScreamingPiha5.wav,54.178,0,41.0635,0.4699,44100,bird
51,51,51,51,51,./TEST/,ScreamingPiha5.wav,54.178,0,38.6335,2.03,44100,bird
52,52,52,52,52,./TEST/,ScreamingPiha5.wav,54.178,0,41.5434,2.18,44100,bird
53,53,53,53,53,./TEST/,ScreamingPiha5.wav,54.178,0,47.0032,0.62,44100,bird
54,54,54,54,54,./TEST/,ScreamingPiha5.wav,54.178,0,48.3232,0.9799,44100,bird
55,55,55,55,55,./TEST/,ScreamingPiha5.wav,54.178,0,49.7231,0.72,44100,bird
56,56,56,56,56,./TEST/,ScreamingPiha5.wav,54.178,0,50.4031,2.3599,44100,bird
57,57,57,57,57,./TEST/,ScreamingPiha6.wav,70.6351,0,0.075,1.2099,22050,bird
58,58,58,58,58,./TEST/,ScreamingPiha6.wav,70.6351,0,1.3449,0.52,22050,bird
59,59,59,59,59,./TEST/,ScreamingPiha6.wav,70.6351,0,9.3943,0.61,22050,bird
60,60,60,60,60,./TEST/,ScreamingPiha6.wav,70.6351,0,5.6646,1.9299,22050,bird
61,61,61,61,61,./TEST/,ScreamingPiha6.wav,70.6351,0,1.7849,1.8998,22050,bird
62,62,62,62,62,./TEST/,ScreamingPiha6.wav,70.6351,0,9.9743,1.9699,22050,bird
63,63,63,63,63,./TEST/,ScreamingPiha6.wav,70.6351,0,14.564,1.8199,22050,bird
64,64,64,64,64,./TEST/,ScreamingPiha6.wav,70.6351,0,22.3534,0.66,22050,bird
65,65,65,65,65,./TEST/,ScreamingPiha6.wav,70.6351,0,23.0634,2.0599,22050,bird
66,66,66,66,66,./TEST/,ScreamingPiha6.wav,70.6351,0,30.6129,0.5399,22050,bird
67,67,67,67,67,./TEST/,ScreamingPiha6.wav,70.6351,0,31.1828,2.0799,22050,bird
68,68,68,68,68,./TEST/,ScreamingPiha6.wav,70.6351,0,43.012,0.69,22050,bird
69,69,69,69,69,./TEST/,ScreamingPiha6.wav,70.6351,0,42.1121,0.4699,22050,bird
70,70,70,70,70,./TEST/,ScreamingPiha6.wav,70.6351,0,43.722,1.9898,22050,bird
71,71,71,71,71,./TEST/,ScreamingPiha6.wav,70.6351,0,47.4817,1.9299,22050,bird
72,72,72,72,72,./TEST/,ScreamingPiha6.wav,70.6351,0,55.5711,1.6699,22050,bird
73,73,73,73,73,./TEST/,ScreamingPiha6.wav,70.6351,0,58.101,0.5099,22050,bird
74,74,74,74,74,./TEST/,ScreamingPiha6.wav,70.6351,0,59.0109,0.51,22050,bird
75,75,75,75,75,./TEST/,ScreamingPiha6.wav,70.6351,0,59.5409,1.8998,22050,bird
76,76,76,76,76,./TEST/,ScreamingPiha7.wav,133.59,0,0.175,1.66,44100,bird
77,77,77,77,77,./TEST/,ScreamingPiha7.wav,133.59,0,6.985,0.6,44100,bird
78,78,78,78,78,./TEST/,ScreamingPiha7.wav,133.59,0,1.815,0.33,44100,bird
79,79,79,79,79,./TEST/,ScreamingPiha7.wav,133.59,0,5.875,0.4,44100,bird
80,80,80,80,80,./TEST/,ScreamingPiha7.wav,133.59,0,7.555,1.56,44100,bird
81,81,81,81,81,./TEST/,ScreamingPiha7.wav,133.59,0,14.585,0.26,44100,bird
82,82,82,82,82,./TEST/,ScreamingPiha7.wav,133.59,0,15.005,1.82,44100,bird
83,83,83,83,83,./TEST/,ScreamingPiha7.wav,133.59,0,18.565,0.39,44100,bird
84,84,84,84,84,./TEST/,ScreamingPiha7.wav,133.59,0,19.585,0.55,44100,bird
85,85,85,85,85,./TEST/,ScreamingPiha7.wav,133.59,0,20.235,1.63,44100,bird
86,86,86,86,86,./TEST/,ScreamingPiha7.wav,133.59,0,28.415,0.56,44100,bird
87,87,87,87,87,./TEST/,ScreamingPiha7.wav,133.59,0,28.935,1.57,44100,bird
88,88,88,88,88,./TEST/,ScreamingPiha7.wav,133.59,0,22.045,0.6,44100,bird
89,89,89,89,89,./TEST/,ScreamingPiha7.wav,133.59,0,30.595,2.16,44100,bird
90,90,90,90,90,./TEST/,ScreamingPiha7.wav,133.59,0,33.045,0.39,44100,bird
91,91,91,91,91,./TEST/,ScreamingPiha7.wav,133.59,0,34.485,0.42,44100,bird
92,92,92,92,92,./TEST/,ScreamingPiha7.wav,133.59,0,36.1651,1.87,44100,bird
93,93,93,93,93,./TEST/,ScreamingPiha7.wav,133.59,0,35.615,0.5001,44100,bird
94,94,94,94,94,./TEST/,ScreamingPiha7.wav,133.59,0,39.8651,0.68,44100,bird
95,95,95,95,95,./TEST/,ScreamingPiha7.wav,133.59,0,41.4851,0.45,44100,bird
96,96,96,96,96,./TEST/,ScreamingPiha7.wav,133.59,0,42.6751,0.44,44100,bird
97,97,97,97,97,./TEST/,ScreamingPiha7.wav,133.59,0,46.2651,0.56,44100,bird
98,98,98,98,98,./TEST/,ScreamingPiha7.wav,133.59,0,47.2551,0.71,44100,bird
99,99,99,99,99,./TEST/,ScreamingPiha7.wav,133.59,0,47.7951,1.78,44100,bird
100,100,100,100,100,./TEST/,ScreamingPiha7.wav,133.59,0,54.0451,0.41,44100,bird
101,101,101,101,101,./TEST/,ScreamingPiha7.wav,133.59,0,55.2051,0.52,44100,bird
102,102,102,102,102,./TEST/,ScreamingPiha7.wav,133.59,0,56.0151,1.64,44100,bird
103,103,103,103,103,./TEST/,ScreamingPiha7.wav,133.59,0,58.0151,1.59,44100,bird
104,104,104,104,104,./TEST/,ScreamingPiha7.wav,133.59,0,59.6951,1.33,44100,bird
105,105,105,105,105,./TEST/,ScreamingPiha7.wav,133.59,0,63.7951,0.52,44100,bird
106,106,106,106,106,./TEST/,ScreamingPiha7.wav,133.59,0,62.7651,0.42,44100,bird
107,107,107,107,107,./TEST/,ScreamingPiha7.wav,133.59,0,64.8151,0.47,44100,bird
108,108,108,108,108,./TEST/,ScreamingPiha7.wav,133.59,0,65.3051,1.47,44100,bird
109,109,109,109,109,./TEST/,ScreamingPiha7.wav,133.59,0,74.3851,3.02,44100,bird
110,110,110,110,110,./TEST/,ScreamingPiha7.wav,133.59,0,66.7051,1.63,44100,bird
111,111,111,111,111,./TEST/,ScreamingPiha7.wav,133.59,0,77.4351,2.41,44100,bird
112,112,112,112,112,./TEST/,ScreamingPiha7.wav,133.59,0,79.8151,0.41,44100,bird
113,113,113,113,113,./TEST/,ScreamingPiha7.wav,133.59,0,91.7151,0.27,44100,bird
114,114,114,114,114,./TEST/,ScreamingPiha7.wav,133.59,0,92.8151,0.55,44100,bird
115,115,115,115,115,./TEST/,ScreamingPiha7.wav,133.59,0,99.1051,0.4,44100,bird
116,116,116,116,116,./TEST/,ScreamingPiha7.wav,133.59,0,100.105,0.67,44100,bird
117,117,117,117,117,./TEST/,ScreamingPiha7.wav,133.59,0,93.4551,1.79,44100,bird
118,118,118,118,118,./TEST/,ScreamingPiha7.wav,133.59,0,103.025,0.52,44100,bird
119,119,119,119,119,./TEST/,ScreamingPiha7.wav,133.59,0,101.205,1.75,44100,bird
120,120,120,120,120,./TEST/,ScreamingPiha7.wav,133.59,0,103.585,0.37,44100,bird
121,121,121,121,121,./TEST/,ScreamingPiha7.wav,133.59,0,103.995,1.75,44100,bird
122,122,122,122,122,./TEST/,ScreamingPiha7.wav,133.59,0,105.805,2.01,44100,bird
123,123,123,123,123,./TEST/,ScreamingPiha7.wav,133.59,0,127.305,1.77,44100,bird
124,124,124,124,124,./TEST/,ScreamingPiha7.wav,133.59,0,125.435,1.67,44100,bird
125,125,125,125,125,./TEST/,ScreamingPiha7.wav,133.59,0,118.645,0.33,44100,bird
126,126,126,126,126,./TEST/,ScreamingPiha7.wav,133.59,0,132.605,0.41,44100,bird
127,127,127,127,127,./TEST/,ScreamingPiha8.wav,44.1208,0,3.7851,1.99,44100,bird
128,128,128,128,128,./TEST/,ScreamingPiha8.wav,44.1208,0,15.1353,0.35,44100,bird
129,129,129,129,129,./TEST/,ScreamingPiha8.wav,44.1208,0,21.6754,0.48,44100,bird
130,130,130,130,130,./TEST/,ScreamingPiha8.wav,44.1208,0,27.0255,0.4,44100,bird
131,131,131,131,131,./TEST/,ScreamingPiha8.wav,44.1208,0,16.0053,0.44,44100,bird
132,132,132,132,132,./TEST/,ScreamingPiha8.wav,44.1208,0,29.7555,0.6401,44100,bird
133,133,133,133,133,./TEST/,ScreamingPiha8.wav,44.1208,0,31.1956,0.36,44100,bird
134,134,134,134,134,./TEST/,ScreamingPiha8.wav,44.1208,0,35.7257,0.4,44100,bird
135,135,135,135,135,./TEST/,ScreamingPiha8.wav,44.1208,0,36.1757,1.84,44100,bird
136,136,136,136,136,./TEST/,ScreamingPiha9.wav,37.3029,0,5.6554,1.9902,44100,bird
137,137,137,137,137,./TEST/,ScreamingPiha9.wav,37.3029,0,2.9052,0.9201,44100,bird
138,138,138,138,138,./TEST/,ScreamingPiha9.wav,37.3029,0,4.2453,0.6701,44100,bird
139,139,139,139,139,./TEST/,ScreamingPiha9.wav,37.3029,0,8.2356,0.8301,44100,bird
140,140,140,140,140,./TEST/,ScreamingPiha9.wav,37.3029,0,4.9254,1.5901,44100,bird
141,141,141,141,141,./TEST/,ScreamingPiha9.wav,37.3029,0,9.0257,0.64,44100,bird
142,142,142,142,142,./TEST/,ScreamingPiha9.wav,37.3029,0,9.6657,1.7202,44100,bird
143,143,143,143,143,./TEST/,ScreamingPiha9.wav,37.3029,0,10.9458,2.0802,44100,bird
144,144,144,144,144,./TEST/,ScreamingPiha9.wav,37.3029,0,13.446,0.9001,44100,bird
145,145,145,145,145,./TEST/,ScreamingPiha9.wav,37.3029,0,14.5861,1.0001,44100,bird
146,146,146,146,146,./TEST/,ScreamingPiha9.wav,37.3029,0,15.9062,0.9301,44100,bird
147,147,147,147,147,./TEST/,ScreamingPiha9.wav,37.3029,0,17.4363,0.6301,44100,bird
148,148,148,148,148,./TEST/,ScreamingPiha9.wav,37.3029,0,18.0464,1.8601,44100,bird
149,149,149,149,149,./TEST/,ScreamingPiha9.wav,37.3029,0,19.9365,2.2602,44100,bird
150,150,150,150,150,./TEST/,ScreamingPiha9.wav,37.3029,0,22.8367,0.8901,44100,bird
151,151,151,151,151,./TEST/,ScreamingPiha9.wav,37.3029,0,23.8568,0.7101,44100,bird
152,152,152,152,152,./TEST/,ScreamingPiha9.wav,37.3029,0,24.5569,2.1901,44100,bird
153,153,153,153,153,./TEST/,ScreamingPiha9.wav,37.3029,0,27.2171,2.2602,44100,bird
154,154,154,154,154,./TEST/,ScreamingPiha9.wav,37.3029,0,29.9273,0.72,44100,bird
155,155,155,155,155,./TEST/,ScreamingPiha9.wav,37.3029,0,31.3974,0.9301,44100,bird
156,156,156,156,156,./TEST/,ScreamingPiha9.wav,37.3029,0,35.3877,1.6201,44100,bird
157,157,157,157,157,./TEST/,ScreamingPiha9.wav,37.3029,0,32.3675,0.71,44100,bird
158,158,158,158,158,./TEST/,ScreamingPiha9.wav,37.3029,0,33.0375,1.9502,44100,bird
159,159,159,159,159,./TEST/,ScreamingPiha10.wav,89.7829,0,1.035,0.8001,44100,bird
160,160,160,160,160,./TEST/,ScreamingPiha10.wav,89.7829,0,7.6752,0.4401,44100,bird
161,161,161,161,161,./TEST/,ScreamingPiha10.wav,89.7829,0,2.4751,1.71,44100,bird
162,162,162,162,162,./TEST/,ScreamingPiha10.wav,89.7829,0,0.035,0.24,44100,bird
163,163,163,163,163,./TEST/,ScreamingPiha10.wav,89.7829,0,1.9051,0.59,44100,bird
164,164,164,164,164,./TEST/,ScreamingPiha10.wav,89.7829,0,8.5753,0.8,44100,bird
165,165,165,165,165,./TEST/,ScreamingPiha10.wav,89.7829,0,9.5153,0.67,44100,bird
166,166,166,166,166,./TEST/,ScreamingPiha10.wav,89.7829,0,10.1953,1.8701,44100,bird
167,167,167,167,167,./TEST/,ScreamingPiha10.wav,89.7829,0,18.2356,0.45,44100,bird
168,168,168,168,168,./TEST/,ScreamingPiha10.wav,89.7829,0,19.2456,0.63,44100,bird
169,169,169,169,169,./TEST/,ScreamingPiha10.wav,89.7829,0,20.1856,0.7601,44100,bird
170,170,170,170,170,./TEST/,ScreamingPiha10.wav,89.7829,0,20.9157,1.75,44100,bird
171,171,171,171,171,./TEST/,ScreamingPiha10.wav,89.7829,0,22.9757,1.7201,44100,bird
172,172,172,172,172,./TEST/,ScreamingPiha10.wav,89.7829,0,27.8159,0.69,44100,bird
173,173,173,173,173,./TEST/,ScreamingPiha10.wav,89.7829,0,30.336,1.79,44100,bird
174,174,174,174,174,./TEST/,ScreamingPiha10.wav,89.7829,0,28.7059,0.83,44100,bird
175,175,175,175,175,./TEST/,ScreamingPiha10.wav,89.7829,0,29.6859,0.6901,44100,bird
176,176,176,176,176,./TEST/,ScreamingPiha10.wav,89.7829,0,37.3862,0.61,44100,bird
177,177,177,177,177,./TEST/,ScreamingPiha10.wav,89.7829,0,39.2162,0.7401,44100,bird
178,178,178,178,178,./TEST/,ScreamingPiha10.wav,89.7829,0,38.2462,0.83,44100,bird
179,179,179,179,179,./TEST/,ScreamingPiha10.wav,89.7829,0,39.9163,1.91,44100,bird
180,180,180,180,180,./TEST/,ScreamingPiha10.wav,89.7829,0,44.6964,0.67,44100,bird
181,181,181,181,181,./TEST/,ScreamingPiha10.wav,89.7829,0,46.6965,0.83,44100,bird
182,182,182,182,182,./TEST/,ScreamingPiha10.wav,89.7829,0,45.5464,0.6201,44100,bird
183,183,183,183,183,./TEST/,ScreamingPiha10.wav,89.7829,0,56.4368,0.59,44100,bird
184,184,184,184,184,./TEST/,ScreamingPiha10.wav,89.7829,0,47.6665,0.83,44100,bird
185,185,185,185,185,./TEST/,ScreamingPiha10.wav,89.7829,0,48.4665,1.8701,44100,bird
186,186,186,186,186,./TEST/,ScreamingPiha10.wav,89.7829,0,57.4168,0.9001,44100,bird
187,187,187,187,187,./TEST/,ScreamingPiha10.wav,89.7829,0,58.3569,0.74,44100,bird
188,188,188,188,188,./TEST/,ScreamingPiha10.wav,89.7829,0,71.0873,0.85,44100,bird
189,189,189,189,189,./TEST/,ScreamingPiha10.wav,89.7829,0,59.0469,1.87,44100,bird
190,190,190,190,190,./TEST/,ScreamingPiha10.wav,89.7829,0,66.1571,0.63,44100,bird
191,191,191,191,191,./TEST/,ScreamingPiha10.wav,89.7829,0,70.1272,0.7501,44100,bird
192,192,192,192,192,./TEST/,ScreamingPiha10.wav,89.7829,0,72.2573,0.71,44100,bird
193,193,193,193,193,./TEST/,ScreamingPiha10.wav,89.7829,0,72.9173,1.8601,44100,bird
194,194,194,194,194,./TEST/,ScreamingPiha10.wav,89.7829,0,81.9476,0.5,44100,bird
195,195,195,195,195,./TEST/,ScreamingPiha10.wav,89.7829,0,84.3677,1.58,44100,bird
196,196,196,196,196,./TEST/,ScreamingPiha10.wav,89.7829,0,85.8877,0.8501,44100,bird
197,197,197,197,197,./TEST/,ScreamingPiha10.wav,89.7829,0,86.8978,0.66,44100,bird
198,198,198,198,198,./TEST/,ScreamingPiha10.wav,89.7829,0,87.5578,1.87,44100,bird
199,199,199,199,199,./TEST/,ScreamingPiha11.wav,63.8955,0,0.015,0.9499,44100,bird
200,200,200,200,200,./TEST/,ScreamingPiha11.wav,63.8955,0,4.4147,0.6699,44100,bird
201,201,201,201,201,./TEST/,ScreamingPiha11.wav,63.8955,0,5.5446,1.6599,44100,bird
202,202,202,202,202,./TEST/,ScreamingPiha11.wav,63.8955,0,5.1846,0.4,44100,bird
203,203,203,203,203,./TEST/,ScreamingPiha11.wav,63.8955,0,3.5348,0.3699,44100,bird
204,204,204,204,204,./TEST/,ScreamingPiha11.wav,63.8955,0,7.0345,1.6999,44100,bird
205,205,205,205,205,./TEST/,ScreamingPiha11.wav,63.8955,0,12.5241,0.35,44100,bird
206,206,206,206,206,./TEST/,ScreamingPiha11.wav,63.8955,0,12.6141,2.0699,44100,bird
207,207,207,207,207,./TEST/,ScreamingPiha11.wav,63.8955,0,14.624,2.0698,44100,bird
208,208,208,208,208,./TEST/,ScreamingPiha11.wav,63.8955,0,20.1036,0.45,44100,bird
209,209,209,209,209,./TEST/,ScreamingPiha11.wav,63.8955,0,18.2637,1.9499,44100,bird
210,210,210,210,210,./TEST/,ScreamingPiha11.wav,63.8955,0,20.9235,0.78,44100,bird
211,211,211,211,211,./TEST/,ScreamingPiha11.wav,63.8955,0,21.7635,0.5099,44100,bird
212,212,212,212,212,./TEST/,ScreamingPiha11.wav,63.8955,0,29.4029,0.51,44100,bird
213,213,213,213,213,./TEST/,ScreamingPiha11.wav,63.8955,0,23.8533,2.2699,44100,bird
214,214,214,214,214,./TEST/,ScreamingPiha11.wav,63.8955,0,28.453,0.38,44100,bird
215,215,215,215,215,./TEST/,ScreamingPiha11.wav,63.8955,0,22.2134,1.8599,44100,bird
216,216,216,216,216,./TEST/,ScreamingPiha11.wav,63.8955,0,30.2029,0.5599,44100,bird
217,217,217,217,217,./TEST/,ScreamingPiha11.wav,63.8955,0,36.3524,0.5,44100,bird
218,218,218,218,218,./TEST/,ScreamingPiha11.wav,63.8955,0,38.3023,0.54,44100,bird
219,219,219,219,219,./TEST/,ScreamingPiha11.wav,63.8955,0,36.5724,1.8199,44100,bird
220,220,220,220,220,./TEST/,ScreamingPiha11.wav,63.8955,0,38.9923,0.4799,44100,bird
221,221,221,221,221,./TEST/,ScreamingPiha11.wav,63.8955,0,30.6528,2.0499,44100,bird
222,222,222,222,222,./TEST/,ScreamingPiha11.wav,63.8955,0,39.4322,2.0199,44100,bird
223,223,223,223,223,./TEST/,ScreamingPiha11.wav,63.8955,0,45.2118,0.37,44100,bird
224,224,224,224,224,./TEST/,ScreamingPiha11.wav,63.8955,0,42.842,1.9098,44100,bird
225,225,225,225,225,./TEST/,ScreamingPiha11.wav,63.8955,0,47.0917,0.39,44100,bird
226,226,226,226,226,./TEST/,ScreamingPiha11.wav,63.8955,0,46.2617,0.44,44100,bird
227,227,227,227,227,./TEST/,ScreamingPiha11.wav,63.8955,0,47.4617,1.9898,44100,bird
228,228,228,228,228,./TEST/,ScreamingPiha11.wav,63.8955,0,49.2415,1.8099,44100,bird
229,229,229,229,229,./TEST/,ScreamingPiha11.wav,63.8955,0,55.1711,0.37,44100,bird
230,230,230,230,230,./TEST/,ScreamingPiha11.wav,63.8955,0,56.0411,0.5299,44100,bird
231,231,231,231,231,./TEST/,ScreamingPiha11.wav,63.8955,0,56.831,0.51,44100,bird
232,232,232,232,232,./TEST/,ScreamingPiha11.wav,63.8955,0,61.0007,2.1599,44100,bird
233,233,233,233,233,./TEST/,ScreamingPiha11.wav,63.8955,0,57.281,2.1498,44100,bird
234,234,234,234,234,./TEST/,ScreamingPiha2.wav,33.9331,0,2.4252,0.6501,44100,bird
235,235,235,235,235,./TEST/,ScreamingPiha2.wav,33.9331,0,3.0553,2.1002,44100,bird
236,236,236,236,236,./TEST/,ScreamingPiha2.wav,33.9331,0,0.7751,0.53,44100,bird
237,237,237,237,237,./TEST/,ScreamingPiha2.wav,33.9331,0,10.2159,0.5701,44100,bird
238,238,238,238,238,./TEST/,ScreamingPiha2.wav,33.9331,0,1.5751,0.8501,44100,bird
239,239,239,239,239,./TEST/,ScreamingPiha2.wav,33.9331,0,11.166,0.7801,44100,bird
240,240,240,240,240,./TEST/,ScreamingPiha2.wav,33.9331,0,12.0661,0.8101,44100,bird
241,241,241,241,241,./TEST/,ScreamingPiha2.wav,33.9331,0,12.8862,0.6,44100,bird
242,242,242,242,242,./TEST/,ScreamingPiha2.wav,33.9331,0,21.777,0.59,44100,bird
243,243,243,243,243,./TEST/,ScreamingPiha2.wav,33.9331,0,13.4762,1.8002,44100,bird
244,244,244,244,244,./TEST/,ScreamingPiha2.wav,33.9331,0,23.9471,1.0301,44100,bird
245,245,245,245,245,./TEST/,ScreamingPiha2.wav,33.9331,0,22.9671,0.58,44100,bird
246,246,246,246,246,./TEST/,ScreamingPiha2.wav,33.9331,0,25.0172,1.1101,44100,bird
247,247,247,247,247,./TEST/,ScreamingPiha2.wav,33.9331,0,26.4474,0.46,44100,bird
248,248,248,248,248,./TEST/,ScreamingPiha2.wav,33.9331,0,29.0376,0.5801,44100,bird
249,249,249,249,249,./TEST/,ScreamingPiha2.wav,33.9331,0,26.9274,1.7602,44100,bird
250,250,250,250,250,./TEST/,ScreamingPiha2.wav,33.9331,0,30.8178,0.72,44100,bird
251,251,251,251,251,./TEST/,ScreamingPiha2.wav,33.9331,0,29.8677,0.9401,44100,bird
252,252,252,252,252,./TEST/,ScreamingPiha2.wav,33.9331,0,31.5378,1.9502,44100,bird
253,253,253,253,253,./TEST/,ScreamingPiha2.wav,33.9331,0,33.788,0.11,44100,bird
