,FOLDER,IN FILE,MANUAL ID
63,AM16_samples_split,20190616_100000_11.WAV,bird
64,AM16_samples_split,20190616_100000_12.WAV,bird
65,AM16_samples_split,20190616_100000_13.WAV,bird
66,AM16_samples_split,20190616_100000_14.WAV,bird
67,AM16_samples_split,20190616_100000_15.WAV,bird
68,AM16_samples_split,20190616_100000_16.WAV,bird
69,AM16_samples_split,20190616_100000_17.WAV,bird
70,AM16_samples_split,20190616_100000_18.WAV,bird
71,AM16_samples_split,20190616_100000_19.WAV,bird
72,AM16_samples_split,20190616_100000_2.WAV,bird
73,AM16_samples_split,20190616_100000_3.WAV,bird
74,AM16_samples_split,20190616_100000_4.WAV,bird
75,AM16_samples_split,20190616_100000_5.WAV,bird
76,AM16_samples_split,20190616_100000_6.WAV,bird
77,AM16_samples_split,20190616_100000_7.WAV,bird
78,AM16_samples_split,20190616_100000_8.WAV,bird
79,AM16_samples_split,20190616_100000_9.WAV,bird
80,AM16_samples_split,20190617_031000_0.WAV,bird
81,AM16_samples_split,20190617_031000_1.WAV,no bird
82,AM16_samples_split,20190617_031000_10.WAV,bird
83,AM16_samples_split,20190617_031000_11.WAV,no bird
84,AM16_samples_split,20190617_031000_12.WAV,no bird
85,AM16_samples_split,20190617_031000_13.WAV,no bird
86,AM16_samples_split,20190617_031000_14.WAV,bird
87,AM16_samples_split,20190617_031000_15.WAV,no bird
88,AM16_samples_split,20190617_031000_16.WAV,bird
89,AM16_samples_split,20190617_031000_17.WAV,bird
90,AM16_samples_split,20190617_031000_18.WAV,no bird
91,AM16_samples_split,20190617_031000_19.WAV,no bird
92,AM16_samples_split,20190617_031000_2.WAV,bird
93,AM16_samples_split,20190617_031000_3.WAV,bird
94,AM16_samples_split,20190617_031000_4.WAV,bird
95,AM16_samples_split,20190617_031000_5.WAV,bird
96,AM16_samples_split,20190617_031000_6.WAV,no bird
97,AM16_samples_split,20190617_031000_7.WAV,no bird
98,AM16_samples_split,20190617_031000_8.WAV,no bird
99,AM16_samples_split,20190617_031000_9.WAV,no bird
100,AM16_samples_split,20190618_194000_0.WAV,bird
101,AM16_samples_split,20190618_194000_1.WAV,bird
102,AM16_samples_split,20190618_194000_10.WAV,bird
103,AM16_samples_split,20190618_194000_11.WAV,bird
104,AM16_samples_split,20190618_194000_12.WAV,bird
105,AM16_samples_split,20190618_194000_13.WAV,bird
106,AM16_samples_split,20190618_194000_14.WAV,bird
107,AM16_samples_split,20190618_194000_15.WAV,bird
108,AM16_samples_split,20190618_194000_16.WAV,bird
109,AM16_samples_split,20190618_194000_17.WAV,bird
110,AM16_samples_split,20190618_194000_18.WAV,bird
111,AM16_samples_split,20190618_194000_19.WAV,bird
112,AM16_samples_split,20190618_194000_2.WAV,bird
113,AM16_samples_split,20190618_194000_3.WAV,bird
114,AM16_samples_split,20190618_194000_4.WAV,bird
115,AM16_samples_split,20190618_194000_5.WAV,bird
116,AM16_samples_split,20190618_194000_6.WAV,bird
117,AM16_samples_split,20190618_194000_7.WAV,bird
118,AM16_samples_split,20190618_194000_8.WAV,bird
119,AM16_samples_split,20190618_194000_9.WAV,bird
120,AM16_samples_split,20190619_132000_0.WAV,no bird
121,AM16_samples_split,20190619_132000_1.WAV,bird
122,AM16_samples_split,20190619_132000_10.WAV,bird
123,AM16_samples_split,20190619_132000_11.WAV,bird
124,AM16_samples_split,20190619_132000_12.WAV,bird
125,AM16_samples_split,20190619_132000_13.WAV,bird
126,AM16_samples_split,20190619_132000_14.WAV,no bird
127,AM16_samples_split,20190619_132000_15.WAV,no bird
128,AM16_samples_split,20190619_132000_16.WAV,no bird
129,AM16_samples_split,20190619_132000_17.WAV,no bird
130,AM16_samples_split,20190619_132000_18.WAV,no bird
131,AM16_samples_split,20190619_132000_19.WAV,bird
132,AM16_samples_split,20190619_132000_2.WAV,no bird
133,AM16_samples_split,20190619_132000_3.WAV,no bird
134,AM16_samples_split,20190619_132000_4.WAV,bird
135,AM16_samples_split,20190619_132000_5.WAV,bird
136,AM16_samples_split,20190619_132000_6.WAV,bird
137,AM16_samples_split,20190619_132000_7.WAV,bird
138,AM16_samples_split,20190619_132000_8.WAV,bird
139,AM16_samples_split,20190619_132000_9.WAV,bird
140,AM16_samples_split,20190620_194000_0.WAV,bird
141,AM16_samples_split,20190620_194000_1.WAV,bird
142,AM16_samples_split,20190620_194000_10.WAV,bird
143,AM16_samples_split,20190620_194000_11.WAV,bird
144,AM16_samples_split,20190620_194000_12.WAV,bird
145,AM16_samples_split,20190620_194000_13.WAV,bird
146,AM16_samples_split,20190620_194000_14.WAV,bird
147,AM16_samples_split,20190620_194000_15.WAV,bird
148,AM16_samples_split,20190620_194000_16.WAV,bird
149,AM16_samples_split,20190620_194000_17.WAV,no bird
150,AM16_samples_split,20190620_194000_18.WAV,no bird
151,AM16_samples_split,20190620_194000_19.WAV,no bird
152,AM16_samples_split,20190620_194000_2.WAV,bird
153,AM16_samples_split,20190620_194000_3.WAV,no bird
154,AM16_samples_split,20190620_194000_4.WAV,no bird
155,AM16_samples_split,20190620_194000_5.WAV,no bird
156,AM16_samples_split,20190620_194000_6.WAV,bird
157,AM16_samples_split,20190620_194000_7.WAV,bird
158,AM16_samples_split,20190620_194000_8.WAV,bird
159,AM16_samples_split,20190620_194000_9.WAV,no bird
160,AM16_samples_split,20190621_173000_0.WAV,bird
161,AM16_samples_split,20190621_173000_1.WAV,bird
162,AM16_samples_split,20190621_173000_10.WAV,bird
163,AM16_samples_split,20190621_173000_11.WAV,bird
164,AM16_samples_split,20190621_173000_12.WAV,bird
165,AM16_samples_split,20190621_173000_13.WAV,bird
166,AM16_samples_split,20190621_173000_14.WAV,bird
167,AM16_samples_split,20190621_173000_15.WAV,bird
168,AM16_samples_split,20190621_173000_16.WAV,bird
169,AM16_samples_split,20190621_173000_17.WAV,bird
170,AM16_samples_split,20190621_173000_18.WAV,bird
171,AM16_samples_split,20190621_173000_19.WAV,bird
172,AM16_samples_split,20190621_173000_2.WAV,bird
173,AM16_samples_split,20190621_173000_3.WAV,no bird
174,AM16_samples_split,20190621_173000_4.WAV,bird
175,AM16_samples_split,20190621_173000_5.WAV,bird
176,AM16_samples_split,20190621_173000_6.WAV,bird
177,AM16_samples_split,20190621_173000_7.WAV,bird
178,AM16_samples_split,20190621_173000_8.WAV,bird
179,AM16_samples_split,20190621_173000_9.WAV,bird
180,AM16_samples_split,20190622_025000_0.WAV,no bird
181,AM16_samples_split,20190622_025000_1.WAV,no bird
182,AM16_samples_split,20190622_025000_10.WAV,no bird
183,AM16_samples_split,20190622_025000_11.WAV,bird
184,AM16_samples_split,20190622_025000_12.WAV,bird
185,AM16_samples_split,20190622_025000_13.WAV,bird
186,AM16_samples_split,20190622_025000_14.WAV,bird
187,AM16_samples_split,20190622_025000_15.WAV,bird
188,AM16_samples_split,20190622_025000_16.WAV,bird
189,AM16_samples_split,20190622_025000_17.WAV,bird
190,AM16_samples_split,20190622_025000_18.WAV,bird
191,AM16_samples_split,20190622_025000_19.WAV,bird
192,AM16_samples_split,20190622_025000_2.WAV,bird
193,AM16_samples_split,20190622_025000_3.WAV,bird
194,AM16_samples_split,20190622_025000_4.WAV,bird
195,AM16_samples_split,20190622_025000_5.WAV,bird
196,AM16_samples_split,20190622_025000_6.WAV,bird
197,AM16_samples_split,20190622_025000_7.WAV,bird
198,AM16_samples_split,20190622_025000_8.WAV,bird
199,AM16_samples_split,20190622_025000_9.WAV,no bird
200,AM16_samples_split,20190622_053000_0.WAV,no bird
201,AM16_samples_split,20190622_053000_1.WAV,bird
202,AM16_samples_split,20190622_053000_10.WAV,bird
203,AM16_samples_split,20190622_053000_11.WAV,bird
204,AM16_samples_split,20190622_053000_12.WAV,bird
205,AM16_samples_split,20190622_053000_13.WAV,bird
206,AM16_samples_split,20190622_053000_14.WAV,bird
207,AM16_samples_split,20190622_053000_15.WAV,bird
208,AM16_samples_split,20190622_053000_16.WAV,bird
209,AM16_samples_split,20190622_053000_17.WAV,bird
210,AM16_samples_split,20190622_053000_18.WAV,bird
211,AM16_samples_split,20190622_053000_19.WAV,bird
212,AM16_samples_split,20190622_053000_2.WAV,bird
213,AM16_samples_split,20190622_053000_3.WAV,bird
214,AM16_samples_split,20190622_053000_4.WAV,bird
215,AM16_samples_split,20190622_053000_5.WAV,bird
216,AM16_samples_split,20190622_053000_6.WAV,bird
217,AM16_samples_split,20190622_053000_7.WAV,bird
218,AM16_samples_split,20190622_053000_8.WAV,bird
219,AM16_samples_split,20190622_053000_9.WAV,bird
220,AM16_samples_split,20190622_110000_0.WAV,no bird
221,AM16_samples_split,20190622_110000_1.WAV,no bird
222,AM16_samples_split,20190622_110000_10.WAV,no bird
223,AM16_samples_split,20190622_110000_11.WAV,no bird
224,AM16_samples_split,20190622_110000_12.WAV,no bird
225,AM16_samples_split,20190622_110000_13.WAV,no bird
226,AM16_samples_split,20190622_110000_14.WAV,no bird
227,AM16_samples_split,20190622_110000_15.WAV,bird
228,AM16_samples_split,20190622_110000_16.WAV,bird
229,AM16_samples_split,20190622_110000_17.WAV,bird
230,AM16_samples_split,20190622_110000_18.WAV,no bird
231,AM16_samples_split,20190622_110000_19.WAV,bird
232,AM16_samples_split,20190622_110000_2.WAV,no bird
233,AM16_samples_split,20190622_110000_3.WAV,no bird
234,AM16_samples_split,20190622_110000_4.WAV,no bird
235,AM16_samples_split,20190622_110000_5.WAV,no bird
236,AM16_samples_split,20190622_110000_6.WAV,no bird
237,AM16_samples_split,20190622_110000_7.WAV,no bird
238,AM16_samples_split,20190622_110000_8.WAV,no bird
239,AM16_samples_split,20190622_110000_9.WAV,no bird
240,AM16_samples_split,20190622_150000_0.WAV,bird
241,AM16_samples_split,20190622_150000_1.WAV,bird
242,AM16_samples_split,20190622_150000_10.WAV,bird
243,AM16_samples_split,20190622_150000_11.WAV,bird
244,AM16_samples_split,20190622_150000_12.WAV,bird
245,AM16_samples_split,20190622_150000_13.WAV,bird
246,AM16_samples_split,20190622_150000_14.WAV,bird
247,AM16_samples_split,20190622_150000_15.WAV,bird
248,AM16_samples_split,20190622_150000_16.WAV,bird
249,AM16_samples_split,20190622_150000_17.WAV,bird
250,AM16_samples_split,20190622_150000_18.WAV,bird
251,AM16_samples_split,20190622_150000_19.WAV,bird
252,AM16_samples_split,20190622_150000_2.WAV,bird
253,AM16_samples_split,20190622_150000_3.WAV,bird
254,AM16_samples_split,20190622_150000_4.WAV,bird
255,AM16_samples_split,20190622_150000_5.WAV,bird
256,AM16_samples_split,20190622_150000_6.WAV,bird
257,AM16_samples_split,20190622_150000_7.WAV,bird
258,AM16_samples_split,20190622_150000_8.WAV,bird
259,AM16_samples_split,20190622_150000_9.WAV,no bird
260,AM16_samples_split,20190622_172000_0.WAV,no bird
261,AM16_samples_split,20190622_172000_1.WAV,bird
262,AM16_samples_split,20190622_172000_10.WAV,no bird
263,AM16_samples_split,20190622_172000_11.WAV,bird
264,AM16_samples_split,20190622_172000_12.WAV,no bird
265,AM16_samples_split,20190622_172000_13.WAV,no bird
266,AM16_samples_split,20190622_172000_14.WAV,bird
267,AM16_samples_split,20190622_172000_15.WAV,bird
268,AM16_samples_split,20190622_172000_16.WAV,no bird
269,AM16_samples_split,20190622_172000_17.WAV,bird
270,AM16_samples_split,20190622_172000_18.WAV,bird
271,AM16_samples_split,20190622_172000_19.WAV,bird
272,AM16_samples_split,20190622_172000_2.WAV,no bird
273,AM16_samples_split,20190622_172000_3.WAV,bird
274,AM16_samples_split,20190622_172000_4.WAV,no bird
275,AM16_samples_split,20190622_172000_5.WAV,no bird
276,AM16_samples_split,20190622_172000_6.WAV,bird
277,AM16_samples_split,20190622_172000_7.WAV,no bird
278,AM16_samples_split,20190622_172000_8.WAV,no bird
279,AM16_samples_split,20190622_172000_9.WAV,bird
280,AM16_samples_split,20190624_103000_0.WAV,bird
281,AM16_samples_split,20190624_103000_1.WAV,bird
282,AM16_samples_split,20190624_103000_10.WAV,bird
283,AM16_samples_split,20190624_103000_11.WAV,bird
284,AM16_samples_split,20190624_103000_12.WAV,bird
285,AM16_samples_split,20190624_103000_13.WAV,bird
286,AM16_samples_split,20190624_103000_14.WAV,bird
287,AM16_samples_split,20190624_103000_15.WAV,no bird
288,AM16_samples_split,20190624_103000_16.WAV,bird
289,AM16_samples_split,20190624_103000_17.WAV,bird
290,AM16_samples_split,20190624_103000_18.WAV,bird
291,AM16_samples_split,20190624_103000_19.WAV,bird
292,AM16_samples_split,20190624_103000_2.WAV,bird
293,AM16_samples_split,20190624_103000_3.WAV,bird
294,AM16_samples_split,20190624_103000_4.WAV,bird
295,AM16_samples_split,20190624_103000_5.WAV,bird
296,AM16_samples_split,20190624_103000_6.WAV,bird
297,AM16_samples_split,20190624_103000_7.WAV,bird
298,AM16_samples_split,20190624_103000_8.WAV,bird
299,AM16_samples_split,20190624_103000_9.WAV,bird
300,AM16_samples_split,20190624_120000_0.WAV,bird
301,AM16_samples_split,20190624_120000_1.WAV,bird
302,AM16_samples_split,20190624_120000_10.WAV,bird
303,AM16_samples_split,20190624_120000_11.WAV,bird
304,AM16_samples_split,20190624_120000_12.WAV,no bird
305,AM16_samples_split,20190624_120000_13.WAV,bird
306,AM16_samples_split,20190624_120000_14.WAV,no bird
307,AM16_samples_split,20190624_120000_15.WAV,no bird
308,AM16_samples_split,20190624_120000_16.WAV,bird
309,AM16_samples_split,20190624_120000_17.WAV,bird
310,AM16_samples_split,20190624_120000_18.WAV,bird
311,AM16_samples_split,20190624_120000_19.WAV,bird
312,AM16_samples_split,20190624_120000_2.WAV,bird
313,AM16_samples_split,20190624_120000_3.WAV,bird
314,AM16_samples_split,20190624_120000_4.WAV,bird
315,AM16_samples_split,20190624_120000_5.WAV,bird
316,AM16_samples_split,20190624_120000_6.WAV,bird
317,AM16_samples_split,20190624_120000_7.WAV,bird
318,AM16_samples_split,20190624_120000_8.WAV,no bird
319,AM16_samples_split,20190624_120000_9.WAV,bird
320,AM16_samples_split,20190626_131000_0.WAV,bird
321,AM16_samples_split,20190626_131000_1.WAV,bird
322,AM16_samples_split,20190626_131000_10.WAV,no bird
323,AM16_samples_split,20190626_131000_11.WAV,bird
324,AM16_samples_split,20190626_131000_12.WAV,bird
325,AM16_samples_split,20190626_131000_13.WAV,bird
326,AM16_samples_split,20190626_131000_14.WAV,bird
327,AM16_samples_split,20190626_131000_15.WAV,bird
328,AM16_samples_split,20190626_131000_16.WAV,no bird
329,AM16_samples_split,20190626_131000_17.WAV,bird
330,AM16_samples_split,20190626_131000_18.WAV,bird
331,AM16_samples_split,20190626_131000_19.WAV,bird
332,AM16_samples_split,20190626_131000_2.WAV,no bird
333,AM16_samples_split,20190626_131000_3.WAV,bird
334,AM16_samples_split,20190626_131000_4.WAV,bird
335,AM16_samples_split,20190626_131000_5.WAV,bird
336,AM16_samples_split,20190626_131000_6.WAV,bird
337,AM16_samples_split,20190626_131000_7.WAV,bird
338,AM16_samples_split,20190626_131000_8.WAV,bird
339,AM16_samples_split,20190626_131000_9.WAV,bird
340,AM16_samples_split,20190627_125000_0.WAV,no bird
341,AM16_samples_split,20190627_125000_1.WAV,bird
342,AM16_samples_split,20190627_125000_10.WAV,no bird
343,AM16_samples_split,20190627_125000_11.WAV,no bird
344,AM16_samples_split,20190627_125000_12.WAV,bird
345,AM16_samples_split,20190627_125000_13.WAV,no bird
346,AM16_samples_split,20190627_125000_14.WAV,no bird
347,AM16_samples_split,20190627_125000_15.WAV,no bird
348,AM16_samples_split,20190627_125000_16.WAV,bird
349,AM16_samples_split,20190627_125000_17.WAV,no bird
350,AM16_samples_split,20190627_125000_18.WAV,no bird
351,AM16_samples_split,20190627_125000_19.WAV,no bird
352,AM16_samples_split,20190627_125000_2.WAV,no bird
353,AM16_samples_split,20190627_125000_3.WAV,no bird
354,AM16_samples_split,20190627_125000_4.WAV,bird
355,AM16_samples_split,20190627_125000_5.WAV,no bird
356,AM16_samples_split,20190627_125000_6.WAV,bird
357,AM16_samples_split,20190627_125000_7.WAV,no bird
358,AM16_samples_split,20190627_125000_8.WAV,no bird
359,AM16_samples_split,20190627_125000_9.WAV,no bird
360,AM16_samples_split,20190628_062000_0.WAV,bird
361,AM16_samples_split,20190628_062000_1.WAV,bird
362,AM16_samples_split,20190628_062000_10.WAV,bird
363,AM16_samples_split,20190628_062000_11.WAV,bird
364,AM16_samples_split,20190628_062000_12.WAV,bird
365,AM16_samples_split,20190628_062000_13.WAV,bird
366,AM16_samples_split,20190628_062000_14.WAV,bird
367,AM16_samples_split,20190628_062000_15.WAV,bird
368,AM16_samples_split,20190628_062000_16.WAV,bird
369,AM16_samples_split,20190628_062000_17.WAV,bird
370,AM16_samples_split,20190628_062000_18.WAV,bird
371,AM16_samples_split,20190628_062000_19.WAV,bird
372,AM16_samples_split,20190628_062000_2.WAV,bird
373,AM16_samples_split,20190628_062000_3.WAV,bird
374,AM16_samples_split,20190628_062000_4.WAV,bird
375,AM16_samples_split,20190628_062000_5.WAV,bird
376,AM16_samples_split,20190628_062000_6.WAV,bird
377,AM16_samples_split,20190628_062000_7.WAV,bird
378,AM16_samples_split,20190628_062000_8.WAV,bird
379,AM16_samples_split,20190628_062000_9.WAV,bird
380,AM16_samples_split,20190629_150000_0.WAV,no bird
381,AM16_samples_split,20190629_150000_1.WAV,no bird
382,AM16_samples_split,20190629_150000_10.WAV,no bird
383,AM16_samples_split,20190629_150000_11.WAV,bird
384,AM16_samples_split,20190629_150000_12.WAV,bird
385,AM16_samples_split,20190629_150000_13.WAV,bird
386,AM16_samples_split,20190629_150000_14.WAV,no bird
387,AM16_samples_split,20190629_150000_15.WAV,bird
388,AM16_samples_split,20190629_150000_16.WAV,bird
389,AM16_samples_split,20190629_150000_17.WAV,bird
390,AM16_samples_split,20190629_150000_18.WAV,bird
391,AM16_samples_split,20190629_150000_19.WAV,bird
392,AM16_samples_split,20190629_150000_2.WAV,no bird
393,AM16_samples_split,20190629_150000_3.WAV,no bird
394,AM16_samples_split,20190629_150000_4.WAV,no bird
395,AM16_samples_split,20190629_150000_5.WAV,bird
396,AM16_samples_split,20190629_150000_6.WAV,no bird
397,AM16_samples_split,20190629_150000_7.WAV,no bird
398,AM16_samples_split,20190629_150000_8.WAV,no bird
399,AM16_samples_split,20190629_150000_9.WAV,no bird
400,AM16_samples_split,20190630_035000_0.WAV,bird
401,AM16_samples_split,20190630_035000_1.WAV,bird
402,AM16_samples_split,20190630_035000_10.WAV,bird
403,AM16_samples_split,20190630_035000_11.WAV,bird
404,AM16_samples_split,20190630_035000_12.WAV,bird
405,AM16_samples_split,20190630_035000_13.WAV,bird
406,AM16_samples_split,20190630_035000_14.WAV,bird
407,AM16_samples_split,20190630_035000_15.WAV,bird
408,AM16_samples_split,20190630_035000_16.WAV,bird
409,AM16_samples_split,20190630_035000_17.WAV,bird
410,AM16_samples_split,20190630_035000_18.WAV,bird
411,AM16_samples_split,20190630_035000_19.WAV,bird
412,AM16_samples_split,20190630_035000_2.WAV,bird
413,AM16_samples_split,20190630_035000_3.WAV,bird
414,AM16_samples_split,20190630_035000_4.WAV,bird
415,AM16_samples_split,20190630_035000_5.WAV,bird
416,AM16_samples_split,20190630_035000_6.WAV,bird
417,AM16_samples_split,20190630_035000_7.WAV,bird
418,AM16_samples_split,20190630_035000_8.WAV,bird
419,AM16_samples_split,20190630_035000_9.WAV,bird
420,AM16_samples_split,20190630_121000_0.WAV,bird
421,AM16_samples_split,20190630_121000_1.WAV,bird
422,AM16_samples_split,20190630_121000_10.WAV,bird
423,AM16_samples_split,20190630_121000_11.WAV,bird
424,AM16_samples_split,20190630_121000_12.WAV,bird
425,AM16_samples_split,20190630_121000_13.WAV,bird
426,AM16_samples_split,20190630_121000_14.WAV,bird
427,AM16_samples_split,20190630_121000_15.WAV,bird
428,AM16_samples_split,20190630_121000_16.WAV,bird
429,AM16_samples_split,20190630_121000_17.WAV,bird
430,AM16_samples_split,20190630_121000_18.WAV,bird
431,AM16_samples_split,20190630_121000_19.WAV,bird
432,AM16_samples_split,20190630_121000_2.WAV,no bird
433,AM16_samples_split,20190630_121000_3.WAV,bird
434,AM16_samples_split,20190630_121000_4.WAV,bird
435,AM16_samples_split,20190630_121000_5.WAV,bird
436,AM16_samples_split,20190630_121000_6.WAV,bird
437,AM16_samples_split,20190630_121000_7.WAV,bird
438,AM16_samples_split,20190630_121000_8.WAV,bird
439,AM16_samples_split,20190630_121000_9.WAV,bird
440,AM1_samples_split,20190617_032000_0.WAV,no bird
441,AM1_samples_split,20190617_032000_1.WAV,no bird
442,AM1_samples_split,20190617_032000_10.WAV,no bird
443,AM1_samples_split,20190617_032000_11.WAV,no bird
444,AM1_samples_split,20190617_032000_12.WAV,no bird
445,AM1_samples_split,20190617_032000_13.WAV,no bird
446,AM1_samples_split,20190617_032000_14.WAV,no bird
447,AM1_samples_split,20190617_032000_15.WAV,no bird
448,AM1_samples_split,20190617_032000_16.WAV,no bird
449,AM1_samples_split,20190617_032000_17.WAV,no bird
450,AM1_samples_split,20190617_032000_18.WAV,no bird
451,AM1_samples_split,20190617_032000_19.WAV,no bird
452,AM1_samples_split,20190617_032000_2.WAV,no bird
453,AM1_samples_split,20190617_032000_3.WAV,no bird
454,AM1_samples_split,20190617_032000_4.WAV,no bird
455,AM1_samples_split,20190617_032000_5.WAV,no bird
456,AM1_samples_split,20190617_032000_6.WAV,bird
457,AM1_samples_split,20190617_032000_7.WAV,no bird
458,AM1_samples_split,20190617_032000_8.WAV,no bird
459,AM1_samples_split,20190617_032000_9.WAV,no bird
460,AM1_samples_split,20190619_015000_0.WAV,no bird
461,AM1_samples_split,20190619_015000_1.WAV,no bird
462,AM1_samples_split,20190619_015000_10.WAV,bird
463,AM1_samples_split,20190619_015000_11.WAV,no bird
464,AM1_samples_split,20190619_015000_12.WAV,bird
465,AM1_samples_split,20190619_015000_13.WAV,bird
466,AM1_samples_split,20190619_015000_14.WAV,bird
467,AM1_samples_split,20190619_015000_15.WAV,bird
468,AM1_samples_split,20190619_015000_16.WAV,bird
469,AM1_samples_split,20190619_015000_17.WAV,no bird
470,AM1_samples_split,20190619_015000_18.WAV,bird
471,AM1_samples_split,20190619_015000_19.WAV,no bird
472,AM1_samples_split,20190619_015000_2.WAV,bird
473,AM1_samples_split,20190619_015000_3.WAV,no bird
474,AM1_samples_split,20190619_015000_4.WAV,no bird
475,AM1_samples_split,20190619_015000_5.WAV,bird
476,AM1_samples_split,20190619_015000_6.WAV,no bird
477,AM1_samples_split,20190619_015000_7.WAV,no bird
478,AM1_samples_split,20190619_015000_8.WAV,no bird
479,AM1_samples_split,20190619_015000_9.WAV,no bird
480,AM1_samples_split,20190619_084000_0.WAV,no bird
481,AM1_samples_split,20190619_084000_1.WAV,no bird
482,AM1_samples_split,20190619_084000_10.WAV,no bird
483,AM1_samples_split,20190619_084000_11.WAV,no bird
484,AM1_samples_split,20190619_084000_12.WAV,no bird
485,AM1_samples_split,20190619_084000_13.WAV,bird
486,AM1_samples_split,20190619_084000_14.WAV,bird
487,AM1_samples_split,20190619_084000_15.WAV,bird
488,AM1_samples_split,20190619_084000_16.WAV,bird
489,AM1_samples_split,20190619_084000_17.WAV,bird
490,AM1_samples_split,20190619_084000_18.WAV,bird
491,AM1_samples_split,20190619_084000_19.WAV,bird
492,AM1_samples_split,20190619_084000_2.WAV,bird
493,AM1_samples_split,20190619_084000_3.WAV,bird
494,AM1_samples_split,20190619_084000_4.WAV,no bird
495,AM1_samples_split,20190619_084000_5.WAV,bird
496,AM1_samples_split,20190619_084000_6.WAV,no bird
497,AM1_samples_split,20190619_084000_7.WAV,no bird
498,AM1_samples_split,20190619_084000_8.WAV,no bird
499,AM1_samples_split,20190619_084000_9.WAV,no bird
500,AM1_samples_split,20190619_093000_0.WAV,bird
501,AM1_samples_split,20190619_093000_1.WAV,bird
502,AM1_samples_split,20190619_093000_10.WAV,bird
503,AM1_samples_split,20190619_093000_11.WAV,no bird
504,AM1_samples_split,20190619_093000_12.WAV,bird
505,AM1_samples_split,20190619_093000_13.WAV,no bird
506,AM1_samples_split,20190619_093000_14.WAV,no bird
507,AM1_samples_split,20190619_093000_15.WAV,no bird
508,AM1_samples_split,20190619_093000_16.WAV,no bird
509,AM1_samples_split,20190619_093000_17.WAV,no bird
