,Unnamed: 0,OFFSET,DURATION,FOLDER,IN FILE,CHANNEL,CLIP LENGTH,SAMPLE RATE,MANUAL ID,CONFIDENCE
21,21,7.162790697674419,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.435937597487357
22,22,7.465116279069767,0.4186046511627905,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5251526937151619
23,23,10.046511627906977,0.0697674418604652,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4408811389753868
24,24,10.116279069767442,0.0697674418604652,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4467384876447992
25,25,10.209302325581396,0.1395348837209304,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.441298831840983
26,26,12.046511627906977,0.2325581395348841,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.494974707849272
27,27,14.046511627906977,0.3488372093023262,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5790114606291028
28,28,14.651162790697674,0.0697674418604652,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4409259908661205
29,29,16.046511627906977,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4584331788825337
30,30,17.046511627906977,0.1627906976744171,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4656278228947724
31,31,17.25581395348837,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4626828878230477
32,32,17.511627906976745,0.4883720930232549,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5138319840158342
33,33,19.74418604651163,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4520858811056832
34,34,20.069767441860463,0.1162790697674438,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4444845799507917
35,35,21.74418604651163,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.450659406024099
36,36,22.046511627906977,0.2790697674418609,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4737042458310244
37,37,24.046511627906977,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.449475747673312
38,38,24.13953488372093,0.1162790697674402,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4519519419543168
39,39,26.13953488372093,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4460045195909359
40,40,28.25581395348837,0.4883720930232584,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5575221953665747
41,41,39.30232558139535,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.458520416580662
42,42,39.627906976744185,0.3720930232558146,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5621686662903423
43,43,40.02325581395349,0.2790697674418609,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5052656119721441
44,44,42.04651162790697,4.069767441860471,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,1.0
45,45,46.11627906976744,0.5116279069767415,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.571085222168215
46,46,46.69767441860465,1.0930232558139537,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.767171399943724
47,47,50.04651162790697,0.2325581395348877,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5768598029155517
48,48,54.06976744186046,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4289761216548504
49,49,54.16279069767442,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4500294142090296
50,50,54.25581395348837,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.4449315267300006
51,51,54.44186046511628,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.46632717330376
52,52,56.04651162790697,0.2790697674418609,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5240378390895417
53,53,58.04651162790697,0.2558139534883779,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190618_231000.WAV,0,60.0,44100,bird,0.5572347117012941
54,54,0.0,0.1860465116279069,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190615_084000.WAV,0,60.0,44100,bird,0.9159341468838452
55,55,0.2093023255813953,0.0465116279069767,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190615_084000.WAV,0,60.0,44100,bird,0.6087508095601317
56,56,53.95348837209302,0.1627906976744242,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190615_084000.WAV,0,60.0,44100,bird,1.0
57,57,54.2093023255814,0.1162790697674367,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190615_084000.WAV,0,60.0,44100,bird,0.6698762384429792
58,58,54.34883720930232,0.1162790697674438,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190615_084000.WAV,0,60.0,44100,bird,0.6770465253972476
59,59,0.4883720930232558,0.8139534883720931,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,1.0
60,60,1.7209302325581397,0.2790697674418605,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.7317119306711265
61,61,15.325581395348838,0.0697674418604652,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.7083543603110121
62,62,15.651162790697674,0.116279069767442,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.7306133160978447
63,63,15.883720930232558,0.2790697674418592,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.7153421016304048
64,64,16.697674418604652,0.2790697674418574,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.8082496556275697
65,65,17.674418604651162,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.6586167360566406
66,66,17.86046511627907,0.069767441860467,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.6574726941147281
67,67,17.97674418604651,0.2325581395348841,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190617_110000.WAV,0,60.0,44100,bird,0.7853033763621672
68,68,18.093023255813957,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190612_231000.WAV,0,60.0,44100,bird,0.3526988945274148
69,69,40.0,0.1627906976744171,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190612_231000.WAV,0,60.0,44100,bird,0.3915728473130255
70,70,50.23255813953488,6.651162790697676,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190612_231000.WAV,0,60.0,44100,bird,1.0
71,71,57.04651162790698,0.9534883720930196,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190612_231000.WAV,0,60.0,44100,bird,0.6267397840010847
72,72,59.0,60.0,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190612_231000.WAV,0,60.0,44100,bird,0.7982778686190101
73,73,1.744186046511628,0.2558139534883721,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.5897672461437974
74,74,2.0,0.0697674418604652,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.4857043536150329
75,75,4.093023255813954,0.0697674418604652,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.4628819775913179
76,76,7.093023255813954,0.2325581395348832,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.600221700246194
77,77,8.069767441860465,1.232558139534884,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,1.0
78,78,14.953488372093023,0.0697674418604652,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.4718260752147917
79,79,15.023255813953488,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.4838891749987439
80,80,22.093023255813957,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.4848007523991358
81,81,31.0,0.4186046511627914,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.560065882027835
82,82,31.48837209302325,0.4418604651162816,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.541759659347837
83,83,31.930232558139537,0.9069767441860463,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.847533035220821
84,84,45.41860465116279,0.6046511627907023,../Stratified_Random_Sample_Peru2019_Subset/AM10_samples/,20190626_202000.WAV,0,60.0,44100,bird,0.6867383057830477
85,0,20.13953488372093,0.1395348837209304,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,bird,0.9713563182070664
86,1,20.27906976744186,0.3953488372093012,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_115000.WAV,0,60.0,44100,bird,1.0
87,2,27.97674418604651,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.8736950487550936
88,3,30.0,0.1627906976744171,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.9140483664471752
89,4,32.0,0.1162790697674438,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.9236473444513849
90,5,32.25581395348837,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.8566559761194338
91,6,33.83720930232558,0.1627906976744171,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,1.0
92,7,34.116279069767444,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.8775705275358844
93,8,34.27906976744186,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.865857152651534
94,9,35.16279069767442,0.2790697674418609,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.9744915400728696
95,10,50.06976744186046,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190622_231000.WAV,0,60.0,44100,bird,0.8487702027844882
96,11,4.0,0.2325581395348841,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,0.6557758902419492
97,12,4.744186046511628,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,0.5983960517499344
98,13,8.674418604651162,0.2093023255813957,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,0.678814565984839
99,14,8.883720930232558,1.116279069767442,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,1.0
100,15,12.604651162790695,1.395348837209303,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,0.9709504857946814
101,16,19.97674418604651,0.2558139534883743,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,0.7520357966027302
102,17,20.232558139534884,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,0.631374953509691
103,18,45.674418604651166,0.3255813953488342,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190614_235000.WAV,0,60.0,44100,bird,0.8050156482894344
104,19,12.023255813953488,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190612_202000.WAV,0,60.0,44100,bird,1.0
105,20,28.0,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190628_133000.WAV,0,60.0,44100,bird,0.8664704601913742
106,21,38.02325581395349,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190628_133000.WAV,0,60.0,44100,bird,1.0
107,22,38.30232558139535,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190628_133000.WAV,0,60.0,44100,bird,0.8262658233951514
108,23,39.97674418604651,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190628_133000.WAV,0,60.0,44100,bird,0.8076442979180712
109,24,40.16279069767442,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190628_133000.WAV,0,60.0,44100,bird,0.8178319111323399
110,25,1.9069767441860463,0.0930232558139534,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,bird,0.7560571983392066
111,26,55.65116279069768,0.5116279069767415,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,bird,1.0
112,27,57.46511627906977,0.5348837209302317,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,bird,0.9367351526392648
113,28,58.69767441860465,0.2325581395348877,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,bird,0.7962017506719068
114,29,59.74418604651163,60.0,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_104000.WAV,0,60.0,44100,bird,0.990258151470301
115,30,26.48837209302325,0.1860465116279073,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190620_074000.WAV,0,60.0,44100,bird,1.0
116,31,31.906976744186046,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190630_232000.WAV,0,60.0,44100,bird,1.0
117,32,32.02325581395349,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190629_201000.WAV,0,60.0,44100,bird,1.0
118,33,52.04651162790697,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190629_201000.WAV,0,60.0,44100,bird,0.9824145974601842
119,34,6.720930232558139,0.2325581395348841,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_140000.WAV,0,60.0,44100,bird,1.0
120,35,46.04651162790697,0.1162790697674438,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190627_140000.WAV,0,60.0,44100,bird,0.988257755979184
121,36,5.5813953488372094,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190618_110000.WAV,0,60.0,44100,bird,0.91563826295082
122,37,14.604651162790695,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190618_110000.WAV,0,60.0,44100,bird,0.9371657986316224
123,38,16.627906976744185,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190618_110000.WAV,0,60.0,44100,bird,1.0
124,39,19.232558139534884,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190618_110000.WAV,0,60.0,44100,bird,0.91629057065655
125,40,3.930232558139535,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,bird,0.5748786108525773
126,41,4.930232558139535,0.6279069767441863,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,bird,1.0
127,42,15.883720930232558,0.2325581395348823,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,bird,0.7290259200956867
128,43,16.186046511627907,0.1395348837209304,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,bird,0.5512106038107151
129,44,21.97674418604651,0.069767441860467,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,bird,0.599979569519602
130,45,28.046511627906977,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,bird,0.5460449016558082
131,46,44.86046511627907,0.7674418604651123,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190624_091000.WAV,0,60.0,44100,bird,0.8086202537293454
132,47,50.95348837209303,0.1162790697674367,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190618_150000.WAV,0,60.0,44100,bird,0.9785936033675264
133,48,51.97674418604651,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM11_samples/,20190618_150000.WAV,0,60.0,44100,bird,1.0
134,0,0.0,0.0697674418604651,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.9367055157914604
135,1,1.976744186046512,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.9208286761275596
136,2,3.976744186046512,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8191183102977955
137,3,5.976744186046512,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8249580683254935
138,4,9.976744186046512,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.829069102180447
139,5,10.093023255813954,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8195883123774577
140,6,15.976744186046512,0.2093023255813957,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,1.0
141,7,17.97674418604651,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.5748102476444679
142,8,21.97674418604651,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.5954866183987646
143,9,27.97674418604651,0.069767441860467,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8532436912096628
144,10,28.046511627906977,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8061268733287792
145,11,29.97674418604651,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8218140338646909
146,12,35.97674418604651,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8376493119500463
147,13,39.97674418604651,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8922981961720757
148,14,40.06976744186046,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8176733131679194
149,15,41.97674418604651,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.920448605387378
150,16,43.97674418604651,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.9144300138245685
151,17,45.97674418604651,0.0930232558139536,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.924954276326232
152,18,49.97674418604651,0.0697674418604634,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.9225391923706558
153,19,55.97674418604651,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8961705478188128
154,20,56.06976744186046,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190617_131000.WAV,0,60.0,44100,bird,0.8477944536904664
155,21,6.27906976744186,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190613_023000.WAV,0,60.0,44100,bird,1.0
156,22,1.837209302325581,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_001000.WAV,0,60.0,44100,bird,0.9707433459826074
157,23,2.046511627906977,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_001000.WAV,0,60.0,44100,bird,0.9726581173110472
158,24,24.046511627906977,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_001000.WAV,0,60.0,44100,bird,0.957799540164707
159,25,33.51162790697674,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190614_001000.WAV,0,60.0,44100,bird,1.0
160,26,55.95348837209302,0.0465116279069803,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190704_223000.WAV,0,60.0,44100,bird,1.0
161,27,24.627906976744185,0.1395348837209304,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,bird,0.8877688431748343
162,28,58.58139534883721,0.1627906976744171,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,bird,0.9625398362415356
163,29,59.30232558139535,0.2325581395348805,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_153000.WAV,0,60.0,44100,bird,1.0
164,30,0.0697674418604651,0.1627906976744186,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_030000.WAV,0,60.0,44100,bird,0.7517652182071992
165,31,12.023255813953488,0.4883720930232567,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_030000.WAV,0,60.0,44100,bird,1.0
166,32,16.069767441860463,0.0465116279069768,../Stratified_Random_Sample_Peru2019_Subset/AM12_samples/,20190615_030000.WAV,0,60.0,44100,bird,0.6433367498153882
