IN FILE,CLIP LENGTH,OFFSET,DURATION,SAMPLING RATE,LABEL,TIME SPENT
Lipaugus-vociferans-65113.wav,54.178,28.9439,1.15,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,31.2338,2.3999,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,30.4239,0.8399,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,33.9037,0.44,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,34.3337,1.9499,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,37.0936,0.54,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,38.2336,0.3699,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,41.0635,0.4699,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,38.6335,2.03,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,41.5434,2.18,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,47.0032,0.62,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,48.3232,0.9799,44100,screaming-piha,345.381
Lipaugus-vociferans-65113.wav,54.178,49.7231,0.72,44100,screaming-piha,345.382
Lipaugus-vociferans-65113.wav,54.178,50.4031,2.3599,44100,screaming-piha,345.382
Lipaugus-vociferans-66186.wav,70.6351,0.075,1.2099,22050,screaming-piha,322.027
Lipaugus-vociferans-66186.wav,70.6351,1.3449,0.52,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,9.3943,0.61,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,5.6646,1.9299,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,1.7849,1.8998,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,9.9743,1.9699,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,14.564,1.8199,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,22.3534,0.66,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,23.0634,2.0599,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,30.6129,0.5399,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,31.1828,2.0799,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,43.012,0.69,22050,screaming-piha,322.031
Lipaugus-vociferans-66186.wav,70.6351,42.1121,0.4699,22050,screaming-piha,322.03
Lipaugus-vociferans-66186.wav,70.6351,43.722,1.9898,22050,screaming-piha,322.031
Lipaugus-vociferans-66186.wav,70.6351,47.4817,1.9299,22050,screaming-piha,322.031
Lipaugus-vociferans-66186.wav,70.6351,55.5711,1.6699,22050,screaming-piha,322.031
Lipaugus-vociferans-66186.wav,70.6351,58.101,0.5099,22050,screaming-piha,322.031
Lipaugus-vociferans-66186.wav,70.6351,59.0109,0.51,22050,screaming-piha,322.031
Lipaugus-vociferans-66186.wav,70.6351,59.5409,1.8998,22050,screaming-piha,322.031
Lipaugus-vociferans-68570.wav,133.59,0.175,1.66,44100,screaming-piha,701.54
Lipaugus-vociferans-68570.wav,133.59,6.985,0.6,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,1.815,0.33,44100,screaming-piha,701.542
Lipaugus-vociferans-68570.wav,133.59,5.875,0.4,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,7.555,1.56,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,14.585,0.26,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,15.005,1.82,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,18.565,0.39,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,19.585,0.55,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,20.235,1.63,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,28.415,0.56,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,28.935,1.57,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,22.045,0.6,44100,screaming-piha,701.543
Lipaugus-vociferans-68570.wav,133.59,30.595,2.16,44100,screaming-piha,701.544
Lipaugus-vociferans-68570.wav,133.59,33.045,0.39,44100,screaming-piha,701.544
Lipaugus-vociferans-68570.wav,133.59,34.485,0.42,44100,screaming-piha,701.544
Lipaugus-vociferans-68570.wav,133.59,36.1651,1.87,44100,screaming-piha,701.544
Lipaugus-vociferans-68570.wav,133.59,35.615,0.5001,44100,screaming-piha,701.544
Lipaugus-vociferans-68570.wav,133.59,39.8651,0.68,44100,screaming-piha,701.544
Lipaugus-vociferans-68570.wav,133.59,41.4851,0.45,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,42.6751,0.44,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,46.2651,0.56,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,47.2551,0.71,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,47.7951,1.78,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,54.0451,0.41,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,55.2051,0.52,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,56.0151,1.64,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,58.0151,1.59,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,59.6951,1.33,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,63.7951,0.52,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,62.7651,0.42,44100,screaming-piha,701.545
Lipaugus-vociferans-68570.wav,133.59,64.8151,0.47,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,65.3051,1.47,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,74.3851,3.02,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,66.7051,1.63,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,77.4351,2.41,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,79.8151,0.41,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,91.7151,0.27,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,92.8151,0.55,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,99.1051,0.4,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,100.105,0.67,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,93.4551,1.79,44100,screaming-piha,701.546
Lipaugus-vociferans-68570.wav,133.59,103.025,0.52,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,101.205,1.75,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,103.585,0.37,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,103.995,1.75,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,105.805,2.01,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,127.305,1.77,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,125.435,1.67,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,118.645,0.33,44100,screaming-piha,701.547
Lipaugus-vociferans-68570.wav,133.59,132.605,0.41,44100,screaming-piha,701.547
Lipaugus-vociferans-68571.wav,44.1208,3.7851,1.99,44100,screaming-piha,143.291
Lipaugus-vociferans-68571.wav,44.1208,15.1353,0.35,44100,screaming-piha,143.293
Lipaugus-vociferans-68571.wav,44.1208,21.6754,0.48,44100,screaming-piha,143.293
Lipaugus-vociferans-68571.wav,44.1208,27.0255,0.4,44100,screaming-piha,143.293
Lipaugus-vociferans-68571.wav,44.1208,16.0053,0.44,44100,screaming-piha,143.293
Lipaugus-vociferans-68571.wav,44.1208,29.7555,0.6401,44100,screaming-piha,143.293
Lipaugus-vociferans-68571.wav,44.1208,31.1956,0.36,44100,screaming-piha,143.294
Lipaugus-vociferans-68571.wav,44.1208,35.7257,0.4,44100,screaming-piha,143.294
Lipaugus-vociferans-68571.wav,44.1208,36.1757,1.84,44100,screaming-piha,143.294
Lipaugus-vociferans-72670.wav,37.3029,5.6554,1.9902,44100,screaming-piha,309.487
Lipaugus-vociferans-72670.wav,37.3029,2.9052,0.9201,44100,screaming-piha,309.486
Lipaugus-vociferans-72670.wav,37.3029,4.2453,0.6701,44100,screaming-piha,309.486
Lipaugus-vociferans-72670.wav,37.3029,8.2356,0.8301,44100,screaming-piha,309.487
Lipaugus-vociferans-72670.wav,37.3029,4.9254,1.5901,44100,screaming-piha,309.487
Lipaugus-vociferans-72670.wav,37.3029,9.0257,0.64,44100,screaming-piha,309.488
Lipaugus-vociferans-72670.wav,37.3029,9.6657,1.7202,44100,screaming-piha,309.488
Lipaugus-vociferans-72670.wav,37.3029,10.9458,2.0802,44100,screaming-piha,309.488
Lipaugus-vociferans-72670.wav,37.3029,13.446,0.9001,44100,screaming-piha,309.488
Lipaugus-vociferans-72670.wav,37.3029,14.5861,1.0001,44100,screaming-piha,309.488
Lipaugus-vociferans-72670.wav,37.3029,15.9062,0.9301,44100,screaming-piha,309.488
Lipaugus-vociferans-72670.wav,37.3029,17.4363,0.6301,44100,screaming-piha,309.489
Lipaugus-vociferans-72670.wav,37.3029,18.0464,1.8601,44100,screaming-piha,309.489
Lipaugus-vociferans-72670.wav,37.3029,19.9365,2.2602,44100,screaming-piha,309.489
Lipaugus-vociferans-72670.wav,37.3029,22.8367,0.8901,44100,screaming-piha,309.489
Lipaugus-vociferans-72670.wav,37.3029,23.8568,0.7101,44100,screaming-piha,309.489
Lipaugus-vociferans-72670.wav,37.3029,24.5569,2.1901,44100,screaming-piha,309.489
Lipaugus-vociferans-72670.wav,37.3029,27.2171,2.2602,44100,screaming-piha,309.49
Lipaugus-vociferans-72670.wav,37.3029,29.9273,0.72,44100,screaming-piha,309.49
Lipaugus-vociferans-72670.wav,37.3029,31.3974,0.9301,44100,screaming-piha,309.49
Lipaugus-vociferans-72670.wav,37.3029,35.3877,1.6201,44100,screaming-piha,309.49
Lipaugus-vociferans-72670.wav,37.3029,32.3675,0.71,44100,screaming-piha,309.49
Lipaugus-vociferans-72670.wav,37.3029,33.0375,1.9502,44100,screaming-piha,309.49
Lipaugus-vociferans-73777.wav,89.7829,1.035,0.8001,44100,screaming-piha,390.086
Lipaugus-vociferans-73777.wav,89.7829,7.6752,0.4401,44100,screaming-piha,390.086
Lipaugus-vociferans-73777.wav,89.7829,2.4751,1.71,44100,screaming-piha,390.086
Lipaugus-vociferans-73777.wav,89.7829,0.035,0.24,44100,screaming-piha,390.083
Lipaugus-vociferans-73777.wav,89.7829,1.9051,0.59,44100,screaming-piha,390.086
Lipaugus-vociferans-73777.wav,89.7829,8.5753,0.8,44100,screaming-piha,390.086
Lipaugus-vociferans-73777.wav,89.7829,9.5153,0.67,44100,screaming-piha,390.086
Lipaugus-vociferans-73777.wav,89.7829,10.1953,1.8701,44100,screaming-piha,390.086
Lipaugus-vociferans-73777.wav,89.7829,18.2356,0.45,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,19.2456,0.63,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,20.1856,0.7601,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,20.9157,1.75,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,22.9757,1.7201,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,27.8159,0.69,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,30.336,1.79,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,28.7059,0.83,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,29.6859,0.6901,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,37.3862,0.61,44100,screaming-piha,390.087
Lipaugus-vociferans-73777.wav,89.7829,39.2162,0.7401,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,38.2462,0.83,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,39.9163,1.91,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,44.6964,0.67,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,46.6965,0.83,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,45.5464,0.6201,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,56.4368,0.59,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,47.6665,0.83,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,48.4665,1.8701,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,57.4168,0.9001,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,58.3569,0.74,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,71.0873,0.85,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,59.0469,1.87,44100,screaming-piha,390.088
Lipaugus-vociferans-73777.wav,89.7829,66.1571,0.63,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,70.1272,0.7501,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,72.2573,0.71,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,72.9173,1.8601,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,81.9476,0.5,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,84.3677,1.58,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,85.8877,0.8501,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,86.8978,0.66,44100,screaming-piha,390.089
Lipaugus-vociferans-73777.wav,89.7829,87.5578,1.87,44100,screaming-piha,390.089
Lipaugus-vociferans-73778.wav,63.8955,0.015,0.9499,44100,screaming-piha,302.21
Lipaugus-vociferans-73778.wav,63.8955,4.4147,0.6699,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,5.5446,1.6599,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,5.1846,0.4,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,3.5348,0.3699,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,7.0345,1.6999,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,12.5241,0.35,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,12.6141,2.0699,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,14.624,2.0698,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,20.1036,0.45,44100,screaming-piha,302.214
Lipaugus-vociferans-73778.wav,63.8955,18.2637,1.9499,44100,screaming-piha,302.213
Lipaugus-vociferans-73778.wav,63.8955,20.9235,0.78,44100,screaming-piha,302.214
Lipaugus-vociferans-73778.wav,63.8955,21.7635,0.5099,44100,screaming-piha,302.214
Lipaugus-vociferans-73778.wav,63.8955,29.4029,0.51,44100,screaming-piha,302.214
Lipaugus-vociferans-73778.wav,63.8955,23.8533,2.2699,44100,screaming-piha,302.214
Lipaugus-vociferans-73778.wav,63.8955,28.453,0.38,44100,screaming-piha,302.214
Lipaugus-vociferans-73778.wav,63.8955,22.2134,1.8599,44100,screaming-piha,302.214
Lipaugus-vociferans-73778.wav,63.8955,30.2029,0.5599,44100,screaming-piha,302.215
Lipaugus-vociferans-73778.wav,63.8955,36.3524,0.5,44100,screaming-piha,302.215
Lipaugus-vociferans-73778.wav,63.8955,38.3023,0.54,44100,screaming-piha,302.215
Lipaugus-vociferans-73778.wav,63.8955,36.5724,1.8199,44100,screaming-piha,302.215
Lipaugus-vociferans-73778.wav,63.8955,38.9923,0.4799,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,30.6528,2.0499,44100,screaming-piha,302.215
Lipaugus-vociferans-73778.wav,63.8955,39.4322,2.0199,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,45.2118,0.37,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,42.842,1.9098,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,47.0917,0.39,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,46.2617,0.44,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,47.4617,1.9898,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,49.2415,1.8099,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,55.1711,0.37,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,56.0411,0.5299,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,56.831,0.51,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,61.0007,2.1599,44100,screaming-piha,302.216
Lipaugus-vociferans-73778.wav,63.8955,57.281,2.1498,44100,screaming-piha,302.216
