,Unnamed: 0,IN FILE,CLIP LENGTH,OFFSET,DURATION,SAMPLE RATE,MANUAL ID
64,312,Amazilia-chionogaster-92482.wav,77.871,9,3,44100,bird
65,313,Amazilia-chionogaster-92482.wav,77.871,12,3,44100,bird
66,314,Amazilia-chionogaster-92482.wav,77.871,15,3,44100,bird
67,315,Amazilia-chionogaster-92482.wav,77.871,24,3,44100,bird
68,316,Amazilia-chionogaster-92482.wav,77.871,27,3,44100,bird
69,317,Amazilia-chionogaster-92482.wav,77.871,33,3,44100,bird
70,318,Amazilia-chionogaster-92482.wav,77.871,42,3,44100,bird
71,319,Amazilia-chionogaster-92482.wav,77.871,45,3,44100,bird
72,320,Amazilia-chionogaster-92482.wav,77.871,51,3,44100,bird
73,321,Amazilia-chionogaster-92482.wav,77.871,54,3,44100,bird
74,322,Amazilia-chionogaster-92482.wav,77.871,60,3,44100,bird
75,323,Amazilia-chionogaster-92482.wav,77.871,69,3,44100,bird
76,324,Amazilia-chionogaster-92482.wav,77.871,72,3,44100,bird
77,341,Amazona-aestiva-467090.wav,18.264,0,3,48000,bird
78,342,Amazona-aestiva-467090.wav,18.264,3,3,48000,bird
79,343,Amazona-aestiva-467090.wav,18.264,6,3,48000,bird
80,344,Amazona-aestiva-467090.wav,18.264,9,3,48000,bird
81,345,Amazona-aestiva-467090.wav,18.264,12,3,48000,bird
82,346,Amazona-aestiva-467090.wav,18.264,15,3,48000,bird
83,388,Amazona-ochrocephala-12092.wav,35.9184,0,3,44100,bird
84,389,Amazona-ochrocephala-12092.wav,35.9184,3,3,44100,bird
85,390,Amazona-ochrocephala-12092.wav,35.9184,6,3,44100,bird
86,391,Amazona-ochrocephala-12092.wav,35.9184,9,3,44100,bird
87,392,Amazona-ochrocephala-12092.wav,35.9184,12,3,44100,bird
88,393,Amazona-ochrocephala-12092.wav,35.9184,15,3,44100,bird
89,394,Amazona-ochrocephala-12092.wav,35.9184,18,3,44100,bird
90,395,Amazona-ochrocephala-12092.wav,35.9184,21,3,44100,bird
91,396,Amazona-ochrocephala-12092.wav,35.9184,24,3,44100,bird
92,397,Amazona-ochrocephala-12092.wav,35.9184,27,3,44100,bird
93,398,Amazona-ochrocephala-12092.wav,35.9184,30,3,44100,bird
94,420,Amazona-ochrocephala-151953.wav,16.032,0,3,48000,bird
95,421,Amazona-ochrocephala-151953.wav,16.032,3,3,48000,bird
96,422,Amazona-ochrocephala-151953.wav,16.032,6,3,48000,bird
97,423,Amazona-ochrocephala-151953.wav,16.032,9,3,48000,bird
98,424,Amazona-ochrocephala-151953.wav,16.032,12,3,48000,bird
99,432,Amblycercus-holosericeus-250471.wav,106.606,0,3,44100,bird
100,433,Amblycercus-holosericeus-250471.wav,106.606,3,3,44100,bird
101,434,Amblycercus-holosericeus-250471.wav,106.606,6,3,44100,bird
102,435,Amblycercus-holosericeus-250471.wav,106.606,9,3,44100,bird
103,436,Amblycercus-holosericeus-250471.wav,106.606,12,3,44100,bird
104,437,Amblycercus-holosericeus-250471.wav,106.606,15,3,44100,bird
105,438,Amblycercus-holosericeus-250471.wav,106.606,18,3,44100,bird
106,439,Amblycercus-holosericeus-250471.wav,106.606,21,3,44100,bird
107,440,Amblycercus-holosericeus-250471.wav,106.606,24,3,44100,bird
108,441,Amblycercus-holosericeus-250471.wav,106.606,27,3,44100,bird
109,442,Amblycercus-holosericeus-250471.wav,106.606,30,3,44100,bird
110,443,Amblycercus-holosericeus-250471.wav,106.606,33,3,44100,bird
111,444,Amblycercus-holosericeus-250471.wav,106.606,36,3,44100,bird
112,445,Amblycercus-holosericeus-250471.wav,106.606,39,3,44100,bird
113,446,Amblycercus-holosericeus-250471.wav,106.606,42,3,44100,bird
114,447,Amblycercus-holosericeus-250471.wav,106.606,45,3,44100,bird
115,448,Amblycercus-holosericeus-250471.wav,106.606,48,3,44100,bird
116,449,Amblycercus-holosericeus-250471.wav,106.606,51,3,44100,bird
117,450,Amblycercus-holosericeus-250471.wav,106.606,54,3,44100,bird
118,451,Amblycercus-holosericeus-250471.wav,106.606,57,3,44100,bird
119,452,Amblycercus-holosericeus-250471.wav,106.606,60,3,44100,bird
120,453,Amblycercus-holosericeus-250471.wav,106.606,63,3,44100,bird
121,454,Amblycercus-holosericeus-250471.wav,106.606,66,3,44100,bird
122,455,Amblycercus-holosericeus-250471.wav,106.606,69,3,44100,bird
123,456,Amblycercus-holosericeus-250471.wav,106.606,72,3,44100,bird
124,457,Amblycercus-holosericeus-250471.wav,106.606,75,3,44100,bird
125,458,Amblycercus-holosericeus-250471.wav,106.606,78,3,44100,bird
126,459,Amblycercus-holosericeus-250471.wav,106.606,81,3,44100,bird
127,460,Amblycercus-holosericeus-250471.wav,106.606,84,3,44100,bird
128,461,Amblycercus-holosericeus-250471.wav,106.606,87,3,44100,bird
129,462,Amblycercus-holosericeus-250471.wav,106.606,90,3,44100,bird
130,463,Amblycercus-holosericeus-250471.wav,106.606,93,3,44100,bird
131,464,Amblycercus-holosericeus-250471.wav,106.606,96,3,44100,bird
132,465,Amblycercus-holosericeus-250471.wav,106.606,99,3,44100,bird
133,466,Amblycercus-holosericeus-250471.wav,106.606,102,3,44100,bird
134,520,Ampelion-rubrocristatus-262270.wav,9.45633,0,3,44100,bird
135,521,Ampelion-rubrocristatus-262270.wav,9.45633,6,3,44100,bird
136,530,Anabacerthia-ruficaudata-346416.wav,16.7184,0,3,44100,bird
137,531,Anabacerthia-ruficaudata-346416.wav,16.7184,3,3,44100,bird
138,532,Anabacerthia-ruficaudata-346416.wav,16.7184,6,3,44100,bird
139,533,Anabacerthia-ruficaudata-346416.wav,16.7184,9,3,44100,bird
140,534,Anabacerthia-ruficaudata-346416.wav,16.7184,12,3,44100,bird
141,555,Anabacerthia-striaticollis-260681.wav,8.28082,0,3,44100,bird
142,556,Anabacerthia-striaticollis-260681.wav,8.28082,3,3,44100,bird
143,588,Andigena-hypoglauca-36062.wav,63.138,0,3,44100,bird
144,589,Andigena-hypoglauca-36062.wav,63.138,3,3,44100,bird
145,590,Andigena-hypoglauca-36062.wav,63.138,6,3,44100,bird
146,591,Andigena-hypoglauca-36062.wav,63.138,9,3,44100,bird
147,592,Andigena-hypoglauca-36062.wav,63.138,12,3,44100,bird
148,593,Andigena-hypoglauca-36062.wav,63.138,15,3,44100,bird
149,594,Andigena-hypoglauca-36062.wav,63.138,18,3,44100,bird
150,595,Andigena-hypoglauca-36062.wav,63.138,21,3,44100,bird
151,596,Andigena-hypoglauca-36062.wav,63.138,24,3,44100,bird
152,597,Andigena-hypoglauca-36062.wav,63.138,27,3,44100,bird
153,598,Andigena-hypoglauca-36062.wav,63.138,30,3,44100,bird
154,599,Andigena-hypoglauca-36062.wav,63.138,33,3,44100,bird
155,600,Andigena-hypoglauca-36062.wav,63.138,36,3,44100,bird
156,601,Andigena-hypoglauca-36062.wav,63.138,39,3,44100,bird
157,602,Andigena-hypoglauca-36062.wav,63.138,42,3,44100,bird
158,603,Andigena-hypoglauca-36062.wav,63.138,45,3,44100,bird
159,604,Andigena-hypoglauca-36062.wav,63.138,48,3,44100,bird
160,605,Andigena-hypoglauca-36062.wav,63.138,51,3,44100,bird
161,606,Andigena-hypoglauca-36062.wav,63.138,54,3,44100,bird
162,607,Andigena-hypoglauca-36062.wav,63.138,57,3,44100,bird
163,608,Andigena-hypoglauca-36062.wav,63.138,60,3,44100,bird
164,623,Anhima-cornuta-40357.wav,28.9176,0,3,44100,bird
165,624,Anhima-cornuta-40357.wav,28.9176,3,3,44100,bird
166,625,Anhima-cornuta-40357.wav,28.9176,6,3,44100,bird
167,626,Anhima-cornuta-40357.wav,28.9176,9,3,44100,bird
168,627,Anhima-cornuta-40357.wav,28.9176,12,3,44100,bird
169,628,Anhima-cornuta-40357.wav,28.9176,15,3,44100,bird
170,629,Anhima-cornuta-40357.wav,28.9176,18,3,44100,bird
171,630,Anhima-cornuta-40357.wav,28.9176,21,3,44100,bird
172,631,Anhima-cornuta-40357.wav,28.9176,24,3,44100,bird
173,641,Anhima-cornuta-453568.wav,16.2482,0,3,44100,bird
174,642,Anhima-cornuta-453568.wav,16.2482,3,3,44100,bird
175,643,Anhima-cornuta-453568.wav,16.2482,9,3,44100,bird
176,644,Anhima-cornuta-453568.wav,16.2482,12,3,44100,bird
177,657,Anhinga-anhinga-257259.wav,11.2849,0,3,44100,bird
178,658,Anhinga-anhinga-257259.wav,11.2849,3,3,44100,bird
179,659,Anhinga-anhinga-257259.wav,11.2849,6,3,44100,bird
180,665,Anthracothorax-nigricollis-432364.wav,22.8049,0,3,44100,bird
181,666,Anthracothorax-nigricollis-432364.wav,22.8049,3,3,44100,bird
182,667,Anthracothorax-nigricollis-432364.wav,22.8049,6,3,44100,bird
183,668,Anthracothorax-nigricollis-432364.wav,22.8049,9,3,44100,bird
184,669,Anthracothorax-nigricollis-432364.wav,22.8049,12,3,44100,bird
185,670,Anthracothorax-nigricollis-432364.wav,22.8049,15,3,44100,bird
186,671,Anthracothorax-nigricollis-432364.wav,22.8049,18,3,44100,bird
187,705,Antrostomus-sericocaudatus-556136.wav,53.4,0,3,48000,bird
188,706,Antrostomus-sericocaudatus-556136.wav,53.4,3,3,48000,bird
189,707,Antrostomus-sericocaudatus-556136.wav,53.4,6,3,48000,bird
190,708,Antrostomus-sericocaudatus-556136.wav,53.4,9,3,48000,bird
191,709,Antrostomus-sericocaudatus-556136.wav,53.4,12,3,48000,bird
192,710,Antrostomus-sericocaudatus-556136.wav,53.4,15,3,48000,bird
193,711,Antrostomus-sericocaudatus-556136.wav,53.4,18,3,48000,bird
194,712,Antrostomus-sericocaudatus-556136.wav,53.4,21,3,48000,bird
195,713,Antrostomus-sericocaudatus-556136.wav,53.4,24,3,48000,bird
196,714,Antrostomus-sericocaudatus-556136.wav,53.4,27,3,48000,bird
197,715,Antrostomus-sericocaudatus-556136.wav,53.4,30,3,48000,bird
198,716,Antrostomus-sericocaudatus-556136.wav,53.4,33,3,48000,bird
199,717,Antrostomus-sericocaudatus-556136.wav,53.4,36,3,48000,bird
200,718,Antrostomus-sericocaudatus-556136.wav,53.4,39,3,48000,bird
201,719,Antrostomus-sericocaudatus-556136.wav,53.4,42,3,48000,bird
202,720,Ara-ararauna-122304.wav,17.304,0,3,48000,bird
203,721,Ara-ararauna-122304.wav,17.304,3,3,48000,bird
204,722,Ara-ararauna-122304.wav,17.304,6,3,48000,bird
205,723,Ara-ararauna-122304.wav,17.304,9,3,48000,bird
206,724,Ara-ararauna-122304.wav,17.304,12,3,48000,bird
207,767,Ara-chloropterus-257029.wav,11.3894,0,3,44100,bird
208,768,Ara-chloropterus-257029.wav,11.3894,3,3,44100,bird
209,769,Ara-chloropterus-257029.wav,11.3894,6,3,44100,bird
210,770,Ara-macao-717.wav,23.4057,0,3,44100,bird
211,771,Ara-macao-717.wav,23.4057,3,3,44100,bird
212,772,Ara-macao-717.wav,23.4057,6,3,44100,bird
213,773,Ara-macao-717.wav,23.4057,9,3,44100,bird
214,774,Ara-macao-717.wav,23.4057,12,3,44100,bird
215,775,Ara-macao-717.wav,23.4057,15,3,44100,bird
216,776,Ara-macao-717.wav,23.4057,18,3,44100,bird
217,831,Aramides-calopterus-257451.wav,19.5396,15,3,44100,bird
218,832,Aramides-calopterus-264400.wav,19.3567,0,3,44100,bird
219,833,Aramides-calopterus-264400.wav,19.3567,3,3,44100,bird
220,834,Aramides-calopterus-264400.wav,19.3567,6,3,44100,bird
221,835,Aramides-calopterus-264400.wav,19.3567,9,3,44100,bird
222,836,Aramides-calopterus-264400.wav,19.3567,12,3,44100,bird
223,837,Aramides-calopterus-264400.wav,19.3567,15,3,44100,bird
224,851,Ara-militaris-391487.wav,53.568,0,3,48000,bird
225,852,Ara-militaris-391487.wav,53.568,3,3,48000,bird
226,853,Ara-militaris-391487.wav,53.568,6,3,48000,bird
227,854,Ara-militaris-391487.wav,53.568,9,3,48000,bird
228,855,Ara-militaris-391487.wav,53.568,12,3,48000,bird
229,856,Ara-militaris-391487.wav,53.568,15,3,48000,bird
230,857,Ara-militaris-391487.wav,53.568,18,3,48000,bird
231,858,Ara-militaris-391487.wav,53.568,24,3,48000,bird
232,859,Ara-militaris-391487.wav,53.568,27,3,48000,bird
233,860,Ara-militaris-391487.wav,53.568,30,3,48000,bird
234,861,Ara-militaris-391487.wav,53.568,33,3,48000,bird
235,862,Ara-militaris-391487.wav,53.568,36,3,48000,bird
236,863,Ara-militaris-391487.wav,53.568,39,3,48000,bird
237,864,Ara-militaris-391487.wav,53.568,42,3,48000,bird
238,865,Ara-militaris-391487.wav,53.568,45,3,48000,bird
239,866,Ara-militaris-391487.wav,53.568,48,3,48000,bird
240,932,Ardea-alba-456479.wav,20.592,0,3,48000,bird
241,933,Ardea-alba-456479.wav,20.592,3,3,48000,bird
242,934,Ardea-alba-456479.wav,20.592,6,3,48000,bird
243,935,Ardea-alba-456479.wav,20.592,9,3,48000,bird
244,936,Ardea-alba-456479.wav,20.592,15,3,48000,bird
245,940,Ardea-cocoi-351103.wav,9.50857,0,3,44100,bird
246,941,Ardea-cocoi-351103.wav,9.50857,3,3,44100,bird
247,953,Arremon-brunneinucha-27766.wav,13.2441,0,3,44100,bird
248,954,Arremon-brunneinucha-27766.wav,13.2441,3,3,44100,bird
249,955,Arremon-brunneinucha-27766.wav,13.2441,6,3,44100,bird
250,956,Arremon-brunneinucha-27766.wav,13.2441,9,3,44100,bird
251,978,Arremon-brunneinucha-297000.wav,17.8416,0,3,44100,bird
252,979,Arremon-brunneinucha-297000.wav,17.8416,6,3,44100,bird
253,980,Arremon-brunneinucha-297000.wav,17.8416,9,3,44100,bird
254,981,Arremon-brunneinucha-297000.wav,17.8416,12,3,44100,bird
255,982,Arremon-castaneiceps-40019.wav,58.3314,0,3,44100,bird
256,983,Arremon-castaneiceps-40019.wav,58.3314,3,3,44100,bird
257,984,Arremon-castaneiceps-40019.wav,58.3314,6,3,44100,bird
258,985,Arremon-castaneiceps-40019.wav,58.3314,9,3,44100,bird
259,986,Arremon-castaneiceps-40019.wav,58.3314,12,3,44100,bird
260,987,Arremon-castaneiceps-40019.wav,58.3314,15,3,44100,bird
261,988,Arremon-castaneiceps-40019.wav,58.3314,18,3,44100,bird
262,989,Arremon-castaneiceps-40019.wav,58.3314,21,3,44100,bird
263,990,Arremon-castaneiceps-40019.wav,58.3314,24,3,44100,bird
264,991,Arremon-castaneiceps-40019.wav,58.3314,27,3,44100,bird
265,992,Arremon-castaneiceps-40019.wav,58.3314,30,3,44100,bird
266,993,Arremon-castaneiceps-40019.wav,58.3314,33,3,44100,bird
267,994,Arremon-castaneiceps-40019.wav,58.3314,36,3,44100,bird
268,995,Arremon-castaneiceps-40019.wav,58.3314,39,3,44100,bird
269,996,Arremon-castaneiceps-40019.wav,58.3314,42,3,44100,bird
270,997,Arremon-castaneiceps-40019.wav,58.3314,45,3,44100,bird
271,998,Arremon-castaneiceps-40019.wav,58.3314,48,3,44100,bird
272,999,Arremon-castaneiceps-40019.wav,58.3314,51,3,44100,bird
273,1000,Arremon-castaneiceps-40019.wav,58.3314,54,3,44100,bird
274,1015,Arremon-castaneiceps-261298.wav,22.4131,0,3,44100,bird
275,1016,Arremon-castaneiceps-261298.wav,22.4131,3,3,44100,bird
276,1017,Arremon-castaneiceps-261298.wav,22.4131,6,3,44100,bird
277,1018,Arremon-castaneiceps-261298.wav,22.4131,9,3,44100,bird
278,1019,Arremon-castaneiceps-261298.wav,22.4131,12,3,44100,bird
279,1020,Arremon-castaneiceps-261298.wav,22.4131,15,3,44100,bird
280,1021,Arremon-castaneiceps-261298.wav,22.4131,18,3,44100,bird
281,1022,Arremon-taciturnus-31078.wav,28.7869,0,3,44100,bird
282,1023,Arremon-taciturnus-31078.wav,28.7869,6,3,44100,bird
283,1024,Arremon-taciturnus-31078.wav,28.7869,9,3,44100,bird
284,1025,Arremon-taciturnus-31078.wav,28.7869,15,3,44100,bird
285,1026,Arremon-taciturnus-31078.wav,28.7869,24,3,44100,bird
286,1027,Arremon-taciturnus-74721.wav,35.422,0,3,44100,bird
287,1028,Arremon-taciturnus-74721.wav,35.422,3,3,44100,bird
288,1029,Arremon-taciturnus-74721.wav,35.422,6,3,44100,bird
289,1030,Arremon-taciturnus-74721.wav,35.422,9,3,44100,bird
290,1031,Arremon-taciturnus-74721.wav,35.422,12,3,44100,bird
291,1032,Arremon-taciturnus-74721.wav,35.422,15,3,44100,bird
292,1033,Arremon-taciturnus-74721.wav,35.422,18,3,44100,bird
293,1034,Arremon-taciturnus-74721.wav,35.422,21,3,44100,bird
294,1035,Arremon-taciturnus-74721.wav,35.422,24,3,44100,bird
295,1036,Arremon-taciturnus-74721.wav,35.422,27,3,44100,bird
296,1037,Arremon-taciturnus-219073.wav,16.9796,0,3,44100,bird
297,1038,Arremon-taciturnus-219073.wav,16.9796,3,3,44100,bird
298,1039,Arremon-taciturnus-219073.wav,16.9796,6,3,44100,bird
299,1040,Arremon-taciturnus-219073.wav,16.9796,9,3,44100,bird
300,1041,Arremon-taciturnus-219073.wav,16.9796,12,3,44100,bird
301,1042,Arundinicola-leucocephala-111441.wav,44.64,0,3,48000,bird
302,1043,Arundinicola-leucocephala-111441.wav,44.64,3,3,48000,bird
303,1044,Arundinicola-leucocephala-111441.wav,44.64,36,3,48000,bird
304,1045,Arundinicola-leucocephala-111441.wav,44.64,39,3,48000,bird
305,1059,Asthenes-helleri-47785.wav,11.8857,0,3,44100,bird
306,1060,Asthenes-helleri-47785.wav,11.8857,3,3,44100,bird
307,1061,Asthenes-helleri-47785.wav,11.8857,6,3,44100,bird
308,1113,Athene-cunicularia-6469.wav,33.2016,0,3,44100,bird
309,1114,Athene-cunicularia-6469.wav,33.2016,3,3,44100,bird
310,1115,Athene-cunicularia-6469.wav,33.2016,24,3,44100,bird
311,1116,Athene-cunicularia-6469.wav,33.2016,27,3,44100,bird
312,1168,Atlapetes-melanolaemus-219220.wav,32.364,0,3,32000,bird
313,1169,Atlapetes-melanolaemus-219220.wav,32.364,6,3,32000,bird
314,1170,Atlapetes-melanolaemus-219220.wav,32.364,9,3,32000,bird
315,1171,Atlapetes-melanolaemus-219220.wav,32.364,12,3,32000,bird
316,1172,Atlapetes-melanolaemus-219220.wav,32.364,15,3,32000,bird
317,1173,Atlapetes-melanolaemus-219220.wav,32.364,18,3,32000,bird
318,1174,Atlapetes-melanolaemus-219220.wav,32.364,21,3,32000,bird
319,1175,Atlapetes-melanolaemus-219220.wav,32.364,24,3,32000,bird
320,1199,Atticora-fasciata-463765.wav,29.6229,0,3,44100,bird
321,1200,Atticora-fasciata-463765.wav,29.6229,3,3,44100,bird
322,1201,Atticora-fasciata-463765.wav,29.6229,6,3,44100,bird
323,1202,Atticora-fasciata-463765.wav,29.6229,9,3,44100,bird
324,1203,Atticora-fasciata-463765.wav,29.6229,12,3,44100,bird
325,1204,Atticora-fasciata-463765.wav,29.6229,15,3,44100,bird
326,1205,Atticora-fasciata-463765.wav,29.6229,18,3,44100,bird
327,1206,Atticora-fasciata-463765.wav,29.6229,21,3,44100,bird
328,1207,Atticora-fasciata-463765.wav,29.6229,24,3,44100,bird
329,1212,Attila-bolivianus-296583.wav,31.0335,0,3,44100,bird
330,1213,Attila-bolivianus-296583.wav,31.0335,3,3,44100,bird
331,1214,Attila-bolivianus-296583.wav,31.0335,6,3,44100,bird
332,1215,Attila-bolivianus-296583.wav,31.0335,9,3,44100,bird
333,1216,Attila-bolivianus-296583.wav,31.0335,12,3,44100,bird
334,1217,Attila-bolivianus-296583.wav,31.0335,15,3,44100,bird
335,1218,Attila-bolivianus-296583.wav,31.0335,24,3,44100,bird
336,1219,Attila-bolivianus-296583.wav,31.0335,27,3,44100,bird
337,1321,Attila-spadiceus-27760.wav,97.5935,0,3,44100,bird
338,1322,Attila-spadiceus-27760.wav,97.5935,3,3,44100,bird
339,1323,Attila-spadiceus-27760.wav,97.5935,6,3,44100,bird
340,1324,Attila-spadiceus-27760.wav,97.5935,9,3,44100,bird
341,1325,Attila-spadiceus-27760.wav,97.5935,12,3,44100,bird
342,1326,Attila-spadiceus-27760.wav,97.5935,15,3,44100,bird
343,1327,Attila-spadiceus-27760.wav,97.5935,18,3,44100,bird
344,1328,Attila-spadiceus-27760.wav,97.5935,21,3,44100,bird
345,1329,Attila-spadiceus-27760.wav,97.5935,24,3,44100,bird
346,1330,Attila-spadiceus-27760.wav,97.5935,27,3,44100,bird
347,1331,Attila-spadiceus-27760.wav,97.5935,30,3,44100,bird
348,1332,Attila-spadiceus-27760.wav,97.5935,33,3,44100,bird
349,1333,Attila-spadiceus-27760.wav,97.5935,36,3,44100,bird
350,1334,Attila-spadiceus-27760.wav,97.5935,39,3,44100,bird
351,1335,Attila-spadiceus-27760.wav,97.5935,42,3,44100,bird
352,1336,Attila-spadiceus-27760.wav,97.5935,45,3,44100,bird
353,1337,Attila-spadiceus-27760.wav,97.5935,48,3,44100,bird
354,1338,Attila-spadiceus-27760.wav,97.5935,51,3,44100,bird
355,1339,Attila-spadiceus-27760.wav,97.5935,54,3,44100,bird
356,1340,Attila-spadiceus-27760.wav,97.5935,57,3,44100,bird
357,1341,Attila-spadiceus-27760.wav,97.5935,60,3,44100,bird
358,1342,Attila-spadiceus-27760.wav,97.5935,63,3,44100,bird
359,1343,Attila-spadiceus-27760.wav,97.5935,66,3,44100,bird
360,1344,Attila-spadiceus-27760.wav,97.5935,69,3,44100,bird
361,1345,Attila-spadiceus-27760.wav,97.5935,72,3,44100,bird
362,1346,Attila-spadiceus-27760.wav,97.5935,75,3,44100,bird
363,1347,Attila-spadiceus-27760.wav,97.5935,78,3,44100,bird
364,1348,Attila-spadiceus-27760.wav,97.5935,81,3,44100,bird
365,1349,Attila-spadiceus-27760.wav,97.5935,84,3,44100,bird
366,1350,Attila-spadiceus-27760.wav,97.5935,87,3,44100,bird
367,1351,Attila-spadiceus-27760.wav,97.5935,90,3,44100,bird
368,1355,Aulacorhynchus-derbianus-99421.wav,50.0506,0,3,44100,bird
369,1356,Aulacorhynchus-derbianus-99421.wav,50.0506,3,3,44100,bird
370,1357,Aulacorhynchus-derbianus-99421.wav,50.0506,6,3,44100,bird
371,1358,Aulacorhynchus-derbianus-99421.wav,50.0506,9,3,44100,bird
372,1359,Aulacorhynchus-derbianus-99421.wav,50.0506,12,3,44100,bird
373,1360,Aulacorhynchus-derbianus-99421.wav,50.0506,15,3,44100,bird
374,1361,Aulacorhynchus-derbianus-99421.wav,50.0506,18,3,44100,bird
375,1362,Aulacorhynchus-derbianus-99421.wav,50.0506,21,3,44100,bird
376,1363,Aulacorhynchus-derbianus-99421.wav,50.0506,24,3,44100,bird
377,1364,Aulacorhynchus-derbianus-99421.wav,50.0506,27,3,44100,bird
378,1365,Aulacorhynchus-derbianus-99421.wav,50.0506,30,3,44100,bird
379,1366,Aulacorhynchus-derbianus-99421.wav,50.0506,33,3,44100,bird
380,1367,Aulacorhynchus-derbianus-99421.wav,50.0506,36,3,44100,bird
381,1368,Aulacorhynchus-derbianus-99421.wav,50.0506,39,3,44100,bird
